# SYNTHETIC data - generated by scripts/make_synthetic.py for project 02.13
# regenerate: python make_synthetic.py --seed 42
# scene: static WALL/WALL_EDGE/POLE + dynamic CAR/PEDESTRIAN/GHOST; see this
#        script's module docstring for the full scene description
# num_scans=10
# num_beams=16
# azimuth_steps=180
# max_range_m=20.0
# range_noise_sigma_m=0.02
# seed=42
# cohort ids: 0=WALL 1=POLE 2=WALL_EDGE 3=CAR(dyn) 4=PEDESTRIAN(dyn) 5=GHOST(dyn) -1=NONE(miss)
# columns: scan_id,dir_x,dir_y,dir_z,is_hit,range_m,cohort,truth_dynamic
0,0.20082727,0.94481803,-0.25881905,1,8.25060482,0,0
0,0.16773126,0.95125124,-0.25881905,1,8.18847338,0,0
0,0.13443089,0.95652550,-0.25881905,1,8.15959633,0,0
0,0.10096674,0.96063438,-0.25881905,1,8.11063274,0,0
0,0.06737958,0.96357288,-0.25881905,1,8.11925759,0,0
0,0.03371033,0.96533741,-0.25881905,1,8.05729220,0,0
0,0.00000000,0.96592583,-0.25881905,1,8.10289302,0,0
0,-0.03371033,0.96533741,-0.25881905,1,8.11372715,0,0
0,-0.06737958,0.96357288,-0.25881905,1,8.05942471,0,0
0,-0.10096674,0.96063438,-0.25881905,1,8.11840338,0,0
0,-0.13443089,0.95652550,-0.25881905,1,8.14033879,0,0
0,-0.16773126,0.95125124,-0.25881905,1,8.19938307,0,0
0,-0.20082727,0.94481803,-0.25881905,1,8.26493736,0,0
0,-0.23367861,0.93723370,-0.25881905,1,8.33500248,0,0
0,-0.26624524,0.92850750,-0.25881905,1,8.40603411,0,0
0,-0.29848750,0.91865005,-0.25881905,1,8.45369032,0,0
0,-0.33036609,0.90767337,-0.25881905,1,8.62602112,0,0
0,-0.36184218,0.89559083,-0.25881905,0,20.00000000,-1,-1
0,-0.39287743,0.88241715,-0.25881905,0,20.00000000,-1,-1
0,-0.42343401,0.86816838,-0.25881905,0,20.00000000,-1,-1
0,-0.45347471,0.85286188,-0.25881905,0,20.00000000,-1,-1
0,-0.48296291,0.83651630,-0.25881905,0,20.00000000,-1,-1
0,-0.51186270,0.81915156,-0.25881905,0,20.00000000,-1,-1
0,-0.54013887,0.80078880,-0.25881905,0,20.00000000,-1,-1
0,-0.56775696,0.78145041,-0.25881905,0,20.00000000,-1,-1
0,-0.59468332,0.76115994,-0.25881905,0,20.00000000,-1,-1
0,-0.62088515,0.73994211,-0.25881905,0,20.00000000,-1,-1
0,-0.64633053,0.71782278,-0.25881905,0,20.00000000,-1,-1
0,-0.67098846,0.69482889,-0.25881905,0,20.00000000,-1,-1
0,-0.69482889,0.67098846,-0.25881905,0,20.00000000,-1,-1
0,-0.71782278,0.64633053,-0.25881905,0,20.00000000,-1,-1
0,-0.73994211,0.62088515,-0.25881905,0,20.00000000,-1,-1
0,-0.76115994,0.59468332,-0.25881905,0,20.00000000,-1,-1
0,-0.78145041,0.56775696,-0.25881905,0,20.00000000,-1,-1
0,-0.80078880,0.54013887,-0.25881905,0,20.00000000,-1,-1
0,-0.81915156,0.51186270,-0.25881905,0,20.00000000,-1,-1
0,-0.83651630,0.48296291,-0.25881905,0,20.00000000,-1,-1
0,-0.85286188,0.45347471,-0.25881905,0,20.00000000,-1,-1
0,-0.86816838,0.42343401,-0.25881905,0,20.00000000,-1,-1
0,-0.88241715,0.39287743,-0.25881905,0,20.00000000,-1,-1
0,-0.89559083,0.36184218,-0.25881905,0,20.00000000,-1,-1
0,-0.90767337,0.33036609,-0.25881905,0,20.00000000,-1,-1
0,-0.91865005,0.29848750,-0.25881905,0,20.00000000,-1,-1
0,-0.92850750,0.26624524,-0.25881905,0,20.00000000,-1,-1
0,-0.93723370,0.23367861,-0.25881905,0,20.00000000,-1,-1
0,-0.94481803,0.20082727,-0.25881905,0,20.00000000,-1,-1
0,-0.95125124,0.16773126,-0.25881905,0,20.00000000,-1,-1
0,-0.95652550,0.13443089,-0.25881905,0,20.00000000,-1,-1
0,-0.96063438,0.10096674,-0.25881905,0,20.00000000,-1,-1
0,-0.96357288,0.06737958,-0.25881905,0,20.00000000,-1,-1
0,-0.96533741,0.03371033,-0.25881905,0,20.00000000,-1,-1
0,-0.96592583,0.00000000,-0.25881905,0,20.00000000,-1,-1
0,-0.96533741,-0.03371033,-0.25881905,0,20.00000000,-1,-1
0,-0.96357288,-0.06737958,-0.25881905,0,20.00000000,-1,-1
0,-0.96063438,-0.10096674,-0.25881905,0,20.00000000,-1,-1
0,-0.95652550,-0.13443089,-0.25881905,0,20.00000000,-1,-1
0,-0.95125124,-0.16773126,-0.25881905,0,20.00000000,-1,-1
0,-0.94481803,-0.20082727,-0.25881905,0,20.00000000,-1,-1
0,-0.93723370,-0.23367861,-0.25881905,0,20.00000000,-1,-1
0,-0.92850750,-0.26624524,-0.25881905,0,20.00000000,-1,-1
0,-0.91865005,-0.29848750,-0.25881905,0,20.00000000,-1,-1
0,-0.90767337,-0.33036609,-0.25881905,0,20.00000000,-1,-1
0,-0.89559083,-0.36184218,-0.25881905,0,20.00000000,-1,-1
0,-0.88241715,-0.39287743,-0.25881905,0,20.00000000,-1,-1
0,-0.86816838,-0.42343401,-0.25881905,0,20.00000000,-1,-1
0,-0.85286188,-0.45347471,-0.25881905,0,20.00000000,-1,-1
0,-0.83651630,-0.48296291,-0.25881905,0,20.00000000,-1,-1
0,-0.81915156,-0.51186270,-0.25881905,0,20.00000000,-1,-1
0,-0.80078880,-0.54013887,-0.25881905,0,20.00000000,-1,-1
0,-0.78145041,-0.56775696,-0.25881905,0,20.00000000,-1,-1
0,-0.76115994,-0.59468332,-0.25881905,0,20.00000000,-1,-1
0,-0.73994211,-0.62088515,-0.25881905,0,20.00000000,-1,-1
0,-0.71782278,-0.64633053,-0.25881905,0,20.00000000,-1,-1
0,-0.69482889,-0.67098846,-0.25881905,0,20.00000000,-1,-1
0,-0.67098846,-0.69482889,-0.25881905,0,20.00000000,-1,-1
0,-0.64633053,-0.71782278,-0.25881905,0,20.00000000,-1,-1
0,-0.62088515,-0.73994211,-0.25881905,0,20.00000000,-1,-1
0,-0.59468332,-0.76115994,-0.25881905,0,20.00000000,-1,-1
0,-0.56775696,-0.78145041,-0.25881905,0,20.00000000,-1,-1
0,-0.54013887,-0.80078880,-0.25881905,0,20.00000000,-1,-1
0,-0.51186270,-0.81915156,-0.25881905,0,20.00000000,-1,-1
0,-0.48296291,-0.83651630,-0.25881905,0,20.00000000,-1,-1
0,-0.45347471,-0.85286188,-0.25881905,0,20.00000000,-1,-1
0,-0.42343401,-0.86816838,-0.25881905,0,20.00000000,-1,-1
0,-0.39287743,-0.88241715,-0.25881905,0,20.00000000,-1,-1
0,-0.36184218,-0.89559083,-0.25881905,0,20.00000000,-1,-1
0,-0.33036609,-0.90767337,-0.25881905,0,20.00000000,-1,-1
0,-0.29848750,-0.91865005,-0.25881905,0,20.00000000,-1,-1
0,-0.26624524,-0.92850750,-0.25881905,0,20.00000000,-1,-1
0,-0.23367861,-0.93723370,-0.25881905,0,20.00000000,-1,-1
0,-0.20082727,-0.94481803,-0.25881905,0,20.00000000,-1,-1
0,-0.16773126,-0.95125124,-0.25881905,0,20.00000000,-1,-1
0,-0.13443089,-0.95652550,-0.25881905,0,20.00000000,-1,-1
0,-0.10096674,-0.96063438,-0.25881905,0,20.00000000,-1,-1
0,-0.06737958,-0.96357288,-0.25881905,0,20.00000000,-1,-1
0,-0.03371033,-0.96533741,-0.25881905,0,20.00000000,-1,-1
0,-0.00000000,-0.96592583,-0.25881905,0,20.00000000,-1,-1
0,0.03371033,-0.96533741,-0.25881905,0,20.00000000,-1,-1
0,0.06737958,-0.96357288,-0.25881905,0,20.00000000,-1,-1
0,0.10096674,-0.96063438,-0.25881905,0,20.00000000,-1,-1
0,0.13443089,-0.95652550,-0.25881905,0,20.00000000,-1,-1
0,0.16773126,-0.95125124,-0.25881905,0,20.00000000,-1,-1
0,0.20082727,-0.94481803,-0.25881905,0,20.00000000,-1,-1
0,0.23367861,-0.93723370,-0.25881905,0,20.00000000,-1,-1
0,0.26624524,-0.92850750,-0.25881905,0,20.00000000,-1,-1
0,0.29848750,-0.91865005,-0.25881905,0,20.00000000,-1,-1
0,0.33036609,-0.90767337,-0.25881905,0,20.00000000,-1,-1
0,0.36184218,-0.89559083,-0.25881905,0,20.00000000,-1,-1
0,0.39287743,-0.88241715,-0.25881905,0,20.00000000,-1,-1
0,0.42343401,-0.86816838,-0.25881905,0,20.00000000,-1,-1
0,0.45347471,-0.85286188,-0.25881905,0,20.00000000,-1,-1
0,0.48296291,-0.83651630,-0.25881905,0,20.00000000,-1,-1
0,0.51186270,-0.81915156,-0.25881905,0,20.00000000,-1,-1
0,0.54013887,-0.80078880,-0.25881905,0,20.00000000,-1,-1
0,0.56775696,-0.78145041,-0.25881905,0,20.00000000,-1,-1
0,0.59468332,-0.76115994,-0.25881905,0,20.00000000,-1,-1
0,0.62088515,-0.73994211,-0.25881905,0,20.00000000,-1,-1
0,0.64633053,-0.71782278,-0.25881905,0,20.00000000,-1,-1
0,0.67098846,-0.69482889,-0.25881905,0,20.00000000,-1,-1
0,0.69482889,-0.67098846,-0.25881905,0,20.00000000,-1,-1
0,0.71782278,-0.64633053,-0.25881905,0,20.00000000,-1,-1
0,0.73994211,-0.62088515,-0.25881905,0,20.00000000,-1,-1
0,0.76115994,-0.59468332,-0.25881905,0,20.00000000,-1,-1
0,0.78145041,-0.56775696,-0.25881905,0,20.00000000,-1,-1
0,0.80078880,-0.54013887,-0.25881905,0,20.00000000,-1,-1
0,0.81915156,-0.51186270,-0.25881905,0,20.00000000,-1,-1
0,0.83651630,-0.48296291,-0.25881905,0,20.00000000,-1,-1
0,0.85286188,-0.45347471,-0.25881905,0,20.00000000,-1,-1
0,0.86816838,-0.42343401,-0.25881905,0,20.00000000,-1,-1
0,0.88241715,-0.39287743,-0.25881905,0,20.00000000,-1,-1
0,0.89559083,-0.36184218,-0.25881905,0,20.00000000,-1,-1
0,0.90767337,-0.33036609,-0.25881905,0,20.00000000,-1,-1
0,0.91865005,-0.29848750,-0.25881905,0,20.00000000,-1,-1
0,0.92850750,-0.26624524,-0.25881905,0,20.00000000,-1,-1
0,0.93723370,-0.23367861,-0.25881905,0,20.00000000,-1,-1
0,0.94481803,-0.20082727,-0.25881905,0,20.00000000,-1,-1
0,0.95125124,-0.16773126,-0.25881905,0,20.00000000,-1,-1
0,0.95652550,-0.13443089,-0.25881905,0,20.00000000,-1,-1
0,0.96063438,-0.10096674,-0.25881905,0,20.00000000,-1,-1
0,0.96357288,-0.06737958,-0.25881905,0,20.00000000,-1,-1
0,0.96533741,-0.03371033,-0.25881905,0,20.00000000,-1,-1
0,0.97437006,0.00000000,-0.22495105,0,20.00000000,-1,-1
0,0.97377650,0.03400502,-0.22495105,0,20.00000000,-1,-1
0,0.97199655,0.06796862,-0.22495105,0,20.00000000,-1,-1
0,0.96903236,0.10184941,-0.22495105,0,20.00000000,-1,-1
0,0.96488756,0.13560610,-0.22495105,0,20.00000000,-1,-1
0,0.95956719,0.16919759,-0.22495105,0,20.00000000,-1,-1
0,0.95307774,0.20258293,-0.22495105,0,20.00000000,-1,-1
0,0.94542711,0.23572145,-0.22495105,0,20.00000000,-1,-1
0,0.93662462,0.26857279,-0.22495105,0,20.00000000,-1,-1
0,0.92668100,0.30109691,-0.22495105,0,20.00000000,-1,-1
0,0.91560836,0.33325419,-0.22495105,0,20.00000000,-1,-1
0,0.90342019,0.36500545,-0.22495105,0,20.00000000,-1,-1
0,0.89013135,0.39631201,-0.22495105,0,20.00000000,-1,-1
0,0.87575801,0.42713572,-0.22495105,0,20.00000000,-1,-1
0,0.86031770,0.45743904,-0.22495105,0,20.00000000,-1,-1
0,0.84382923,0.48718503,-0.22495105,0,20.00000000,-1,-1
0,0.82631268,0.51633747,-0.22495105,0,20.00000000,-1,-1
0,0.80778939,0.54486083,-0.22495105,0,20.00000000,-1,-1
0,0.78828194,0.57272035,-0.22495105,0,20.00000000,-1,-1
0,0.76781409,0.59988211,-0.22495105,1,13.03741347,0,0
0,0.74641077,0.62631300,-0.22495105,1,12.46436327,0,0
0,0.72409807,0.65198083,-0.22495105,1,11.96026870,0,0
0,0.70090317,0.67685432,-0.22495105,1,11.54415924,0,0
0,0.67685432,0.70090317,-0.22495105,1,11.13427218,0,0
0,0.65198083,0.72409807,-0.22495105,1,10.76713812,0,0
0,0.62631300,0.74641077,-0.22495105,1,10.48275255,0,0
0,0.59988211,0.76781409,-0.22495105,1,10.14983886,0,0
0,0.57272035,0.78828194,-0.22495105,1,9.87383259,0,0
0,0.54486083,0.80778939,-0.22495105,1,9.64062183,0,0
0,0.51633747,0.82631268,-0.22495105,1,9.41809057,0,0
0,0.48718503,0.84382923,-0.22495105,1,9.24555363,0,0
0,0.45743904,0.86031770,-0.22495105,1,9.10933533,0,0
0,0.42713572,0.87575801,-0.22495105,1,8.89081090,0,0
0,0.39631201,0.89013135,-0.22495105,1,8.77842717,0,0
0,0.36500545,0.90342019,-0.22495105,1,8.63579262,0,0
0,0.33325419,0.91560836,-0.22495105,1,8.51664555,0,0
0,0.30109691,0.92668100,-0.22495105,1,8.43160152,0,0
0,0.26857279,0.93662462,-0.22495105,1,8.35144600,0,0
0,0.23572145,0.94542711,-0.22495105,1,8.21626145,0,0
0,0.20258293,0.95307774,-0.22495105,1,8.12723859,0,0
0,0.16919759,0.95956719,-0.22495105,1,8.11155505,0,0
0,0.13560610,0.96488756,-0.22495105,1,8.05873958,0,0
0,0.10184941,0.96903236,-0.22495105,1,8.03483504,0,0
0,0.06796862,0.97199655,-0.22495105,1,8.03612386,0,0
0,0.03400502,0.97377650,-0.22495105,1,8.03452420,0,0
0,0.00000000,0.97437006,-0.22495105,1,8.03120549,0,0
0,-0.03400502,0.97377650,-0.22495105,1,8.01477554,0,0
0,-0.06796862,0.97199655,-0.22495105,1,8.01936968,0,0
0,-0.10184941,0.96903236,-0.22495105,1,8.04784128,0,0
0,-0.13560610,0.96488756,-0.22495105,1,8.08083044,0,0
0,-0.16919759,0.95956719,-0.22495105,1,8.12976793,0,0
0,-0.20258293,0.95307774,-0.22495105,1,8.19715458,0,0
0,-0.23572145,0.94542711,-0.22495105,1,8.24803679,0,0
0,-0.26857279,0.93662462,-0.22495105,1,8.35914026,0,0
0,-0.30109691,0.92668100,-0.22495105,1,8.39559783,0,0
0,-0.33325419,0.91560836,-0.22495105,1,8.54434833,0,0
0,-0.36500545,0.90342019,-0.22495105,0,20.00000000,-1,-1
0,-0.39631201,0.89013135,-0.22495105,0,20.00000000,-1,-1
0,-0.42713572,0.87575801,-0.22495105,0,20.00000000,-1,-1
0,-0.45743904,0.86031770,-0.22495105,0,20.00000000,-1,-1
0,-0.48718503,0.84382923,-0.22495105,0,20.00000000,-1,-1
0,-0.51633747,0.82631268,-0.22495105,0,20.00000000,-1,-1
0,-0.54486083,0.80778939,-0.22495105,0,20.00000000,-1,-1
0,-0.57272035,0.78828194,-0.22495105,0,20.00000000,-1,-1
0,-0.59988211,0.76781409,-0.22495105,0,20.00000000,-1,-1
0,-0.62631300,0.74641077,-0.22495105,0,20.00000000,-1,-1
0,-0.65198083,0.72409807,-0.22495105,0,20.00000000,-1,-1
0,-0.67685432,0.70090317,-0.22495105,0,20.00000000,-1,-1
0,-0.70090317,0.67685432,-0.22495105,0,20.00000000,-1,-1
0,-0.72409807,0.65198083,-0.22495105,0,20.00000000,-1,-1
0,-0.74641077,0.62631300,-0.22495105,0,20.00000000,-1,-1
0,-0.76781409,0.59988211,-0.22495105,0,20.00000000,-1,-1
0,-0.78828194,0.57272035,-0.22495105,0,20.00000000,-1,-1
0,-0.80778939,0.54486083,-0.22495105,0,20.00000000,-1,-1
0,-0.82631268,0.51633747,-0.22495105,0,20.00000000,-1,-1
0,-0.84382923,0.48718503,-0.22495105,0,20.00000000,-1,-1
0,-0.86031770,0.45743904,-0.22495105,0,20.00000000,-1,-1
0,-0.87575801,0.42713572,-0.22495105,0,20.00000000,-1,-1
0,-0.89013135,0.39631201,-0.22495105,0,20.00000000,-1,-1
0,-0.90342019,0.36500545,-0.22495105,0,20.00000000,-1,-1
0,-0.91560836,0.33325419,-0.22495105,0,20.00000000,-1,-1
0,-0.92668100,0.30109691,-0.22495105,0,20.00000000,-1,-1
0,-0.93662462,0.26857279,-0.22495105,0,20.00000000,-1,-1
0,-0.94542711,0.23572145,-0.22495105,0,20.00000000,-1,-1
0,-0.95307774,0.20258293,-0.22495105,0,20.00000000,-1,-1
0,-0.95956719,0.16919759,-0.22495105,0,20.00000000,-1,-1
0,-0.96488756,0.13560610,-0.22495105,0,20.00000000,-1,-1
0,-0.96903236,0.10184941,-0.22495105,0,20.00000000,-1,-1
0,-0.97199655,0.06796862,-0.22495105,0,20.00000000,-1,-1
0,-0.97377650,0.03400502,-0.22495105,0,20.00000000,-1,-1
0,-0.97437006,0.00000000,-0.22495105,0,20.00000000,-1,-1
0,-0.97377650,-0.03400502,-0.22495105,0,20.00000000,-1,-1
0,-0.97199655,-0.06796862,-0.22495105,0,20.00000000,-1,-1
0,-0.96903236,-0.10184941,-0.22495105,0,20.00000000,-1,-1
0,-0.96488756,-0.13560610,-0.22495105,0,20.00000000,-1,-1
0,-0.95956719,-0.16919759,-0.22495105,0,20.00000000,-1,-1
0,-0.95307774,-0.20258293,-0.22495105,0,20.00000000,-1,-1
0,-0.94542711,-0.23572145,-0.22495105,0,20.00000000,-1,-1
0,-0.93662462,-0.26857279,-0.22495105,0,20.00000000,-1,-1
0,-0.92668100,-0.30109691,-0.22495105,0,20.00000000,-1,-1
0,-0.91560836,-0.33325419,-0.22495105,0,20.00000000,-1,-1
0,-0.90342019,-0.36500545,-0.22495105,0,20.00000000,-1,-1
0,-0.89013135,-0.39631201,-0.22495105,0,20.00000000,-1,-1
0,-0.87575801,-0.42713572,-0.22495105,0,20.00000000,-1,-1
0,-0.86031770,-0.45743904,-0.22495105,0,20.00000000,-1,-1
0,-0.84382923,-0.48718503,-0.22495105,0,20.00000000,-1,-1
0,-0.82631268,-0.51633747,-0.22495105,0,20.00000000,-1,-1
0,-0.80778939,-0.54486083,-0.22495105,0,20.00000000,-1,-1
0,-0.78828194,-0.57272035,-0.22495105,0,20.00000000,-1,-1
0,-0.76781409,-0.59988211,-0.22495105,0,20.00000000,-1,-1
0,-0.74641077,-0.62631300,-0.22495105,0,20.00000000,-1,-1
0,-0.72409807,-0.65198083,-0.22495105,0,20.00000000,-1,-1
0,-0.70090317,-0.67685432,-0.22495105,0,20.00000000,-1,-1
0,-0.67685432,-0.70090317,-0.22495105,0,20.00000000,-1,-1
0,-0.65198083,-0.72409807,-0.22495105,0,20.00000000,-1,-1
0,-0.62631300,-0.74641077,-0.22495105,0,20.00000000,-1,-1
0,-0.59988211,-0.76781409,-0.22495105,0,20.00000000,-1,-1
0,-0.57272035,-0.78828194,-0.22495105,0,20.00000000,-1,-1
0,-0.54486083,-0.80778939,-0.22495105,0,20.00000000,-1,-1
0,-0.51633747,-0.82631268,-0.22495105,0,20.00000000,-1,-1
0,-0.48718503,-0.84382923,-0.22495105,0,20.00000000,-1,-1
0,-0.45743904,-0.86031770,-0.22495105,0,20.00000000,-1,-1
0,-0.42713572,-0.87575801,-0.22495105,0,20.00000000,-1,-1
0,-0.39631201,-0.89013135,-0.22495105,0,20.00000000,-1,-1
0,-0.36500545,-0.90342019,-0.22495105,0,20.00000000,-1,-1
0,-0.33325419,-0.91560836,-0.22495105,0,20.00000000,-1,-1
0,-0.30109691,-0.92668100,-0.22495105,0,20.00000000,-1,-1
0,-0.26857279,-0.93662462,-0.22495105,0,20.00000000,-1,-1
0,-0.23572145,-0.94542711,-0.22495105,0,20.00000000,-1,-1
0,-0.20258293,-0.95307774,-0.22495105,0,20.00000000,-1,-1
0,-0.16919759,-0.95956719,-0.22495105,0,20.00000000,-1,-1
0,-0.13560610,-0.96488756,-0.22495105,0,20.00000000,-1,-1
0,-0.10184941,-0.96903236,-0.22495105,0,20.00000000,-1,-1
0,-0.06796862,-0.97199655,-0.22495105,0,20.00000000,-1,-1
0,-0.03400502,-0.97377650,-0.22495105,0,20.00000000,-1,-1
0,-0.00000000,-0.97437006,-0.22495105,0,20.00000000,-1,-1
0,0.03400502,-0.97377650,-0.22495105,0,20.00000000,-1,-1
0,0.06796862,-0.97199655,-0.22495105,0,20.00000000,-1,-1
0,0.10184941,-0.96903236,-0.22495105,0,20.00000000,-1,-1
0,0.13560610,-0.96488756,-0.22495105,0,20.00000000,-1,-1
0,0.16919759,-0.95956719,-0.22495105,0,20.00000000,-1,-1
0,0.20258293,-0.95307774,-0.22495105,0,20.00000000,-1,-1
0,0.23572145,-0.94542711,-0.22495105,0,20.00000000,-1,-1
0,0.26857279,-0.93662462,-0.22495105,0,20.00000000,-1,-1
0,0.30109691,-0.92668100,-0.22495105,0,20.00000000,-1,-1
0,0.33325419,-0.91560836,-0.22495105,0,20.00000000,-1,-1
0,0.36500545,-0.90342019,-0.22495105,0,20.00000000,-1,-1
0,0.39631201,-0.89013135,-0.22495105,0,20.00000000,-1,-1
0,0.42713572,-0.87575801,-0.22495105,0,20.00000000,-1,-1
0,0.45743904,-0.86031770,-0.22495105,0,20.00000000,-1,-1
0,0.48718503,-0.84382923,-0.22495105,0,20.00000000,-1,-1
0,0.51633747,-0.82631268,-0.22495105,0,20.00000000,-1,-1
0,0.54486083,-0.80778939,-0.22495105,0,20.00000000,-1,-1
0,0.57272035,-0.78828194,-0.22495105,0,20.00000000,-1,-1
0,0.59988211,-0.76781409,-0.22495105,0,20.00000000,-1,-1
0,0.62631300,-0.74641077,-0.22495105,0,20.00000000,-1,-1
0,0.65198083,-0.72409807,-0.22495105,0,20.00000000,-1,-1
0,0.67685432,-0.70090317,-0.22495105,0,20.00000000,-1,-1
0,0.70090317,-0.67685432,-0.22495105,0,20.00000000,-1,-1
0,0.72409807,-0.65198083,-0.22495105,0,20.00000000,-1,-1
0,0.74641077,-0.62631300,-0.22495105,0,20.00000000,-1,-1
0,0.76781409,-0.59988211,-0.22495105,0,20.00000000,-1,-1
0,0.78828194,-0.57272035,-0.22495105,0,20.00000000,-1,-1
0,0.80778939,-0.54486083,-0.22495105,0,20.00000000,-1,-1
0,0.82631268,-0.51633747,-0.22495105,0,20.00000000,-1,-1
0,0.84382923,-0.48718503,-0.22495105,0,20.00000000,-1,-1
0,0.86031770,-0.45743904,-0.22495105,0,20.00000000,-1,-1
0,0.87575801,-0.42713572,-0.22495105,0,20.00000000,-1,-1
0,0.89013135,-0.39631201,-0.22495105,0,20.00000000,-1,-1
0,0.90342019,-0.36500545,-0.22495105,0,20.00000000,-1,-1
0,0.91560836,-0.33325419,-0.22495105,0,20.00000000,-1,-1
0,0.92668100,-0.30109691,-0.22495105,0,20.00000000,-1,-1
0,0.93662462,-0.26857279,-0.22495105,0,20.00000000,-1,-1
0,0.94542711,-0.23572145,-0.22495105,0,20.00000000,-1,-1
0,0.95307774,-0.20258293,-0.22495105,0,20.00000000,-1,-1
0,0.95956719,-0.16919759,-0.22495105,0,20.00000000,-1,-1
0,0.96488756,-0.13560610,-0.22495105,0,20.00000000,-1,-1
0,0.96903236,-0.10184941,-0.22495105,0,20.00000000,-1,-1
0,0.97199655,-0.06796862,-0.22495105,0,20.00000000,-1,-1
0,0.97377650,-0.03400502,-0.22495105,0,20.00000000,-1,-1
0,0.98162718,0.00000000,-0.19080900,0,20.00000000,-1,-1
0,0.98102920,0.03425829,-0.19080900,0,20.00000000,-1,-1
0,0.97923599,0.06847485,-0.19080900,0,20.00000000,-1,-1
0,0.97624973,0.10260798,-0.19080900,0,20.00000000,-1,-1
0,0.97207406,0.13661610,-0.19080900,0,20.00000000,-1,-1
0,0.96671406,0.17045777,-0.19080900,0,20.00000000,-1,-1
0,0.96017627,0.20409177,-0.19080900,0,20.00000000,-1,-1
0,0.95246866,0.23747711,-0.19080900,0,20.00000000,-1,-1
0,0.94360061,0.27057312,-0.19080900,0,20.00000000,-1,-1
0,0.93358293,0.30333948,-0.19080900,0,20.00000000,-1,-1
0,0.92242782,0.33573627,-0.19080900,0,20.00000000,-1,-1
0,0.91014888,0.36772402,-0.19080900,0,20.00000000,-1,-1
0,0.89676105,0.39926375,-0.19080900,0,20.00000000,-1,-1
0,0.88228067,0.43031703,-0.19080900,0,20.00000000,-1,-1
0,0.86672536,0.46084605,-0.19080900,0,20.00000000,-1,-1
0,0.85011408,0.49081359,-0.19080900,0,20.00000000,-1,-1
