# SYNTHETIC perturbed-initial-pose cohort for project 02.07's basin/convergence/accuracy gates.
# regenerate: python make_synthetic.py --seed 42
# columns: trial_id,bin_index,magnitude_trans_m,magnitude_yaw_deg,r00,r01,r02,r10,r11,r12,r20,r21,r22,tx,ty,tz
# R,t is the INITIAL GUESS T_map_scan (row-major R, t in meters) every registration trial starts from.
26,0,0.2000,5.0000,0.9961946981,0.0871557427,0.0000000000,-0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8224877565,-0.0921379585,1.2000000000
27,0,0.2000,5.0000,0.9961946981,-0.0871557427,0.0000000000,0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8213448528,-0.0899018262,1.2000000000
28,0,0.2000,5.0000,0.9961946981,0.0871557427,0.0000000000,-0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1998771786,0.0070081008,1.2000000000
29,0,0.2000,5.0000,0.9961946981,0.0871557427,0.0000000000,-0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9244461625,-0.1851799601,1.2000000000
30,0,0.2000,5.0000,0.9961946981,-0.0871557427,0.0000000000,0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0511843374,0.1933395035,1.2000000000
31,0,0.2000,5.0000,0.9961946981,-0.0871557427,0.0000000000,0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1998164305,0.0085670350,1.2000000000
32,0,0.2000,5.0000,0.9961946981,-0.0871557427,0.0000000000,0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1990215515,-0.0197591004,1.2000000000
33,0,0.2000,5.0000,0.9961946981,-0.0871557427,0.0000000000,0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1668953306,-0.1102086594,1.2000000000
34,0,0.2000,5.0000,0.9961946981,0.0871557427,0.0000000000,-0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9020406612,-0.1743673362,1.2000000000
35,0,0.2000,5.0000,0.9961946981,-0.0871557427,0.0000000000,0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0957634191,-0.1755829364,1.2000000000
36,0,0.2000,5.0000,0.9961946981,0.0871557427,0.0000000000,-0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0648919403,-0.1891799040,1.2000000000
37,0,0.2000,5.0000,0.9961946981,-0.0871557427,0.0000000000,0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8217521086,0.0907066107,1.2000000000
38,0,0.2000,5.0000,0.9961946981,-0.0871557427,0.0000000000,0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1845516728,0.0770758072,1.2000000000
39,0,0.2000,5.0000,0.9961946981,0.0871557427,0.0000000000,-0.0871557427,0.9961946981,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8162921763,-0.0790660201,1.2000000000
40,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1657166706,-0.4717393190,1.2000000000
41,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8356862867,0.4722298208,1.2000000000
42,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8667630066,-0.4819210553,1.2000000000
43,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.6457679420,-0.3528734180,1.2000000000
44,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4787352513,0.1442655855,1.2000000000
45,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4429693941,0.2319010908,1.2000000000
46,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4985720790,-0.0377608535,1.2000000000
47,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5489664867,-0.2157979840,1.2000000000
48,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.7985215475,0.4576094767,1.2000000000
49,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.6541280109,0.3610714156,1.2000000000
50,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8571160815,-0.4791494400,1.2000000000
51,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8093317151,0.4622181359,1.2000000000
52,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0063506258,-0.4999596679,1.2000000000
53,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0726580593,0.4946926383,1.2000000000
54,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0481176371,0.4976793074,1.2000000000
55,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0722697197,-0.4947495201,1.2000000000
56,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.7139582991,0.4100977266,1.2000000000
57,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4514307738,-0.2149657100,1.2000000000
58,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.2478967164,-0.4342202414,1.2000000000
59,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5744064621,0.2624312110,1.2000000000
60,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.6371688127,-0.3440254780,1.2000000000
61,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1278120411,0.4833881278,1.2000000000
62,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4235811519,0.2656670994,1.2000000000
63,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5032341892,0.0567778938,1.2000000000
64,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5766708581,-0.2660684830,1.2000000000
65,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1666571066,0.4714079007,1.2000000000
66,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9323022935,-0.4953958221,1.2000000000
67,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.3305904251,0.3751132774,1.2000000000
68,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4075511057,-0.2896585857,1.2000000000
69,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4067383012,0.2907988211,1.2000000000
70,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9979036094,-0.4999956051,1.2000000000
71,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9716129400,0.4991935244,1.2000000000
72,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5484506289,0.2147164769,1.2000000000
73,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4893456843,-0.1026684044,1.2000000000
74,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8120978434,-0.4633495220,1.2000000000
75,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5810891815,0.2729720244,1.2000000000
76,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0679555829,-0.4953605139,1.2000000000
77,1,0.5000,10.0000,0.9848077530,0.1736481777,0.0000000000,-0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.3928031812,-0.3093633153,1.2000000000
78,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4328956054,0.2502027075,1.2000000000
79,1,0.5000,10.0000,0.9848077530,-0.1736481777,0.0000000000,0.1736481777,0.9848077530,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4861632306,0.1168131553,1.2000000000
80,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8781360759,-0.7906637617,1.2000000000
81,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2060257097,0.0980042159,1.2000000000
82,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7991172074,0.0375724480,1.2000000000
83,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4975781548,-0.6264311454,1.2000000000
84,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1272274618,-0.7898184430,1.2000000000
85,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5832313097,0.6828644513,1.2000000000
86,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4745181791,0.6440749162,1.2000000000
87,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8609092316,0.7878158149,1.2000000000
88,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2561022429,-0.2943061791,1.2000000000
89,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7334822445,-0.3193803327,1.2000000000
90,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.6748106563,-0.7309253660,1.2000000000
91,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2009133619,0.0382170741,1.2000000000
92,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.5486135233,-0.5822569897,1.2000000000
93,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.5049421811,-0.6205105911,1.2000000000
94,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2023356611,-0.0610868430,1.2000000000
95,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.5445081263,0.5860980297,1.2000000000
96,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7582060626,-0.2551931946,1.2000000000
97,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6165964224,0.5097144808,1.2000000000
98,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5817648512,0.6819672721,1.2000000000
99,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6943859329,0.3972759446,1.2000000000
100,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0087631394,0.7999520032,1.2000000000
101,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4177942384,-0.6822374765,1.2000000000
102,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6968043189,0.3930187543,1.2000000000
103,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7996954673,0.0220716918,1.2000000000
104,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5260679177,0.6445063082,1.2000000000
105,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.4159311699,0.5466841883,1.2000000000
106,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2968007187,0.3814587406,1.2000000000
107,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0007347827,-0.7999996626,1.2000000000
108,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4047817403,-0.6900374937,1.2000000000
109,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.4852593392,-0.6124067701,1.2000000000
110,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6056988726,0.5226173320,1.2000000000
111,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6372433438,0.4836537199,1.2000000000
112,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.3777994717,0.5028583326,1.2000000000
113,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7997245060,-0.0209932029,1.2000000000
114,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7823929676,-0.1669168783,1.2000000000
115,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7931716725,0.1043009969,1.2000000000
116,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7655697910,0.2321699701,1.2000000000
117,2,0.8000,15.0000,0.9659258263,0.2588190451,0.0000000000,-0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1394831577,-0.7877464368,1.2000000000
118,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.4680932370,-0.5975576922,1.2000000000
119,2,0.8000,15.0000,0.9659258263,-0.2588190451,0.0000000000,0.2588190451,0.9659258263,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6877064903,-0.4087294744,1.2000000000
120,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8062257247,-1.1842514641,1.2000000000
121,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.1999850076,0.0059984541,1.2000000000
122,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0283287498,-1.1996655709,1.2000000000
123,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9293630661,1.1979192058,1.2000000000
124,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.3238086281,-1.1554860330,1.2000000000
125,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2673411222,-0.9503741204,1.2000000000
126,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.8085119374,-1.1846232827,1.2000000000
127,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.8589111423,0.3713707296,1.2000000000
128,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9984268462,1.1999989688,1.2000000000
129,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.9419964132,-0.5662405941,1.2000000000
130,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.5885465387,-1.0457595191,1.2000000000
131,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.9657740175,-0.6085857516,1.2000000000
132,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.3620513157,1.1440799119,1.2000000000
133,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.3454769977,1.1491934755,1.2000000000
134,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1824734165,-1.1860452994,1.2000000000
135,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.4526857168,1.0679171669,1.2000000000
136,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.8696499151,0.8268669936,1.2000000000
