# SYNTHETIC data - generated by scripts/make_synthetic.py for project 02.18
# regenerate: python make_synthetic.py --seed 42
# scene: GROUND/WALL_NEAR/WALL_FAR/CAR real structure, ray-cast under three
#        independent atmospheres (SNOW/RAIN/DUST) - see this script's module
#        docstring for the full physics derivation
# num_beams=16
# azimuth_steps=100
# azimuth_min_deg=-50.0
# azimuth_step_deg=1.0
# max_range_m=45.0
# seed=42
# weather ids: 0=SNOW 1=RAIN 2=DUST
# surf_cohort ids (is_real==1 only): 0=GROUND 1=WALL_NEAR 2=WALL_FAR 3=CAR ; -1=n/a
# scatterer_type (is_real==0 only): 0=SNOW 1=RAIN 2=DUST ; -1=n/a
# columns: weather,x,y,z,intensity,is_real,scatterer_type,surf_cohort
0,4.424430,-0.543252,-1.194426,0.025882,1,-1,0
0,4.462915,-0.469071,-1.202422,0.025882,1,-1,0
0,4.432239,-0.387771,-1.192151,0.025882,1,-1,0
0,4.464840,-0.312212,-1.199272,0.025882,1,-1,0
0,4.455423,-0.233499,-1.195465,0.025882,1,-1,0
0,4.433963,-0.154837,-1.188801,0.025882,1,-1,0
0,4.509716,-0.078717,-1.208559,0.025882,1,-1,0
0,4.478106,0.000000,-1.199905,0.025882,1,-1,0
0,4.442028,0.077536,-1.190419,0.025882,1,-1,0
0,4.468455,0.156042,-1.198049,0.025882,1,-1,0
0,4.489431,0.235281,-1.204590,0.025882,1,-1,0
0,4.497231,0.314477,-1.207972,0.025882,1,-1,0
0,4.468317,0.390927,-1.201855,0.025882,1,-1,0
0,4.462880,0.469068,-1.202412,0.025882,1,-1,0
0,4.447532,0.546088,-1.200662,0.025882,1,-1,0
0,4.453505,0.625899,-1.205041,0.025882,1,-1,0
0,4.403526,0.697450,-1.194629,0.025882,1,-1,0
0,4.414730,0.778436,-1.201172,0.025882,1,-1,0
0,4.411359,0.857481,-1.204144,0.025882,1,-1,0
0,4.378103,0.930595,-1.199317,0.025882,1,-1,0
0,4.363846,1.007473,-1.200046,0.025882,1,-1,0
0,4.365656,1.088480,-1.205585,0.025882,1,-1,0
0,4.344955,1.164227,-1.205297,0.025882,1,-1,0
0,4.312533,1.236599,-1.202107,0.025882,1,-1,0
0,4.323688,1.321884,-1.211464,0.025882,1,-1,0
0,4.275937,1.389336,-1.204696,0.025882,1,-1,0
0,4.268034,1.469602,-1.209512,0.025882,1,-1,0
0,4.172276,1.518584,-1.189706,0.025882,1,-1,0
0,4.175969,1.603004,-1.198555,0.025882,1,-1,0
0,4.183903,1.690407,-1.209117,0.025882,1,-1,0
0,4.133202,1.754440,-1.203131,0.025882,1,-1,0
0,4.103535,1.827012,-1.203595,0.025882,1,-1,0
0,4.056909,1.891768,-1.199422,0.025882,1,-1,0
0,4.029775,1.965452,-1.201360,0.025882,1,-1,0
0,3.992827,2.034447,-1.200749,0.025882,1,-1,0
0,3.906733,2.077247,-1.185581,0.025882,1,-1,0
0,3.898456,2.160949,-1.194334,0.025882,1,-1,0
0,3.886542,2.243896,-1.202500,0.025882,1,-1,0
0,3.867696,2.323946,-1.209036,0.025882,1,-1,0
0,3.788436,2.367278,-1.196994,0.025882,1,-1,0
0,3.722968,2.417724,-1.189461,0.025882,1,-1,0
0,3.710538,2.502789,-1.199265,0.025882,1,-1,0
0,3.648211,2.554505,-1.193350,0.025882,1,-1,0
0,3.596835,2.613253,-1.191284,0.025882,1,-1,0
0,3.580514,2.698111,-1.201294,0.025882,1,-1,0
0,3.509436,2.741872,-1.193322,0.025882,1,-1,0
0,3.472458,2.811941,-1.197255,0.025882,1,-1,0
0,3.430679,2.878682,-1.199993,0.025882,1,-1,0
0,3.381858,2.939804,-1.200682,0.025882,1,-1,0
0,3.305126,2.975948,-1.191700,0.025882,1,-1,0
0,3.279253,3.057953,-1.201434,0.025882,1,-1,0
0,3.205351,3.095371,-1.193971,0.025882,1,-1,0
0,3.182726,3.182726,-1.206054,0.025882,1,-1,0
0,3.105316,3.215649,-1.197807,0.025882,1,-1,0
0,3.040493,3.260530,-1.194574,0.025882,1,-1,0
0,2.999416,3.331189,-1.201098,0.025882,1,-1,0
0,2.941189,3.383451,-1.201247,0.025882,1,-1,0
0,3.362068,-4.006757,-1.207544,0.022495,1,-1,0
0,3.402481,-3.914107,-1.197338,0.022495,1,-1,0
0,3.471632,-3.855638,-1.197807,0.022495,1,-1,0
0,3.526358,-3.781556,-1.193733,0.022495,1,-1,0
0,3.612736,-3.741098,-1.200685,0.022495,1,-1,0
0,3.677291,-3.677291,-1.200624,0.022495,1,-1,0
0,3.739946,-3.611623,-1.200315,0.022495,1,-1,0
0,3.774112,-3.519416,-1.191383,0.022495,1,-1,0
0,3.831282,-3.449702,-1.190241,0.022495,1,-1,0
0,3.935230,-3.420843,-1.203800,0.022495,1,-1,0
0,3.978982,-3.338762,-1.199174,0.022495,1,-1,0
0,4.053845,-3.282739,-1.204283,0.022495,1,-1,0
0,4.114543,-3.214633,-1.205462,0.022495,1,-1,0
0,4.134580,-3.115629,-1.195217,0.022495,1,-1,0
0,4.203644,-3.054126,-1.199589,0.022495,1,-1,0
0,4.279105,-2.996262,-1.206015,0.022495,1,-1,0
0,4.315590,-2.910902,-1.201794,0.022495,1,-1,0
0,4.369224,-2.837407,-1.202755,0.022495,1,-1,0
0,4.413109,-2.757616,-1.201402,0.022495,1,-1,0
0,4.481252,-2.692608,-1.206974,0.022495,1,-1,0
0,4.511331,-2.604618,-1.202647,0.022495,1,-1,0
0,4.536849,-2.514817,-1.197565,0.022495,1,-1,0
0,4.600458,-2.446107,-1.202902,0.022495,1,-1,0
0,4.578599,-2.332913,-1.186358,0.022495,1,-1,0
0,4.668565,-2.277012,-1.199188,0.022495,1,-1,0
0,4.692810,-2.188293,-1.195422,0.022495,1,-1,0
0,4.751466,-2.115489,-1.200775,0.022495,1,-1,0
0,4.765686,-2.022913,-1.195263,0.022495,1,-1,0
0,4.839083,-1.955116,-1.204929,0.022495,1,-1,0
0,4.845052,-1.859841,-1.198149,0.022495,1,-1,0
0,4.867505,-1.771627,-1.195872,0.022495,1,-1,0
0,4.896411,-1.685970,-1.195561,0.022495,1,-1,0
0,4.920456,-1.598753,-1.194437,0.022495,1,-1,0
0,4.961233,-1.516801,-1.197726,0.022495,1,-1,0
0,5.003759,-1.434805,-1.201763,0.022495,1,-1,0
0,4.997740,-1.339140,-1.194521,0.022495,1,-1,0
0,5.033604,-1.255018,-1.197675,0.022495,1,-1,0
0,3.334534,-0.769838,-0.790088,0.019420,0,0,-1
0,5.092422,-1.082428,-1.201944,0.022495,1,-1,0
0,5.120303,-0.995286,-1.204240,0.022495,1,-1,0
0,5.137061,-0.905802,-1.204280,0.022495,1,-1,0
0,5.129536,-0.812439,-1.199008,0.022495,1,-1,0
0,5.154546,-0.724424,-1.201716,0.022495,1,-1,0
0,5.134674,-0.630459,-1.194335,0.022495,1,-1,0
0,5.150288,-0.541317,-1.195587,0.022495,1,-1,0
0,5.160432,-0.451479,-1.195931,0.022495,1,-1,0
0,5.209003,-0.364249,-1.205530,0.022495,1,-1,0
0,5.172847,-0.271097,-1.195885,0.022495,1,-1,0
0,5.217329,-0.182193,-1.205250,0.022495,1,-1,0
0,5.193883,-0.090660,-1.199285,0.022495,1,-1,0
0,5.229751,0.000000,-1.207383,0.022495,1,-1,0
0,5.188621,0.090568,-1.198070,0.022495,1,-1,0
0,5.196203,0.181455,-1.200369,0.022495,1,-1,0
0,5.177500,0.271341,-1.196960,0.022495,1,-1,0
0,5.150499,0.360158,-1.191990,0.022495,1,-1,0
0,5.172637,0.452547,-1.198759,0.022495,1,-1,0
0,5.158492,0.542179,-1.197492,0.022495,1,-1,0
0,5.155655,0.633035,-1.199216,0.022495,1,-1,0
0,5.165860,0.726014,-1.204353,0.022495,1,-1,0
0,5.096416,0.807193,-1.191267,0.022495,1,-1,0
0,3.520338,0.620731,-0.825272,0.038839,0,0,-1
0,5.094768,0.990323,-1.198235,0.022495,1,-1,0
0,5.098849,1.083794,-1.203461,0.022495,1,-1,0
0,5.083762,1.173679,-1.204551,0.022495,1,-1,0
0,5.030338,1.254204,-1.196898,0.022495,1,-1,0
0,5.046164,1.352116,-1.206096,0.022495,1,-1,0
0,4.976702,1.427046,-1.195265,0.022495,1,-1,0
0,4.979255,1.522311,-1.202077,0.022495,1,-1,0
0,4.944099,1.606435,-1.200176,0.022495,1,-1,0
0,4.869856,1.676826,-1.189078,0.022495,1,-1,0
0,4.882185,1.776970,-1.199479,0.022495,1,-1,0
0,4.846145,1.860261,-1.198419,0.022495,1,-1,0
0,4.797763,1.938422,-1.194640,0.022495,1,-1,0
0,4.801741,2.038218,-1.204306,0.022495,1,-1,0
0,4.756700,2.117819,-1.202097,0.022495,1,-1,0
0,4.717981,2.200030,-1.201834,0.022495,1,-1,0
0,4.632563,2.259452,-1.189941,0.022495,1,-1,0
0,4.636664,2.362498,-1.201403,0.022495,1,-1,0
0,4.580328,2.435403,-1.197638,0.022495,1,-1,0
0,4.541502,2.517396,-1.198794,0.022495,1,-1,0
0,4.490521,2.592604,-1.197099,0.022495,1,-1,0
0,4.438680,2.667028,-1.195508,0.022495,1,-1,0
0,4.448170,2.779525,-1.210947,0.022495,1,-1,0
0,4.350740,2.825403,-1.197666,0.022495,1,-1,0
0,4.282370,2.888495,-1.192543,0.022495,1,-1,0
0,4.255152,2.979490,-1.199264,0.022495,1,-1,0
0,4.202040,3.052961,-1.199131,0.022495,1,-1,0
0,4.165974,3.139287,-1.204293,0.022495,1,-1,0
0,4.111846,3.212526,-1.204672,0.022495,1,-1,0
0,0.685565,0.555160,-0.203662,0.081620,0,0,-1
0,3.989284,3.347407,-1.202279,0.022495,1,-1,0
0,3.933570,3.419400,-1.203292,0.022495,1,-1,0
0,3.836780,3.454652,-1.191949,0.022495,1,-1,0
0,3.827138,3.568864,-1.208122,0.022495,1,-1,0
0,3.708965,3.581706,-1.190372,0.022495,1,-1,0
0,3.663900,3.663900,-1.196252,0.022495,1,-1,0
0,3.608283,3.736487,-1.199205,0.022495,1,-1,0
0,3.524689,3.779767,-1.193168,0.022495,1,-1,0
0,3.465424,3.848744,-1.195665,0.022495,1,-1,0
0,3.399389,3.910550,-1.196250,0.022495,1,-1,0
0,3.978308,-4.741162,-1.203048,0.019081,1,-1,0
0,4.056906,-4.666936,-1.201999,0.019081,1,-1,0
0,4.152162,-4.611443,-1.206190,0.019081,1,-1,0
0,4.217120,-4.522308,-1.201946,0.019081,1,-1,0
0,4.296847,-4.449515,-1.202350,0.019081,1,-1,0
0,4.367722,-4.367722,-1.200666,0.019081,1,-1,0
0,4.438774,-4.286474,-1.199447,0.019081,1,-1,0
0,4.497428,-4.193919,-1.195333,0.019081,1,-1,0
0,4.572586,-4.117175,-1.196026,0.019081,1,-1,0
0,4.651586,-4.043562,-1.198046,0.019081,1,-1,0
0,4.708574,-3.950963,-1.194779,0.019081,1,-1,0
0,4.826873,-3.908725,-1.207301,0.019081,1,-1,0
0,4.896704,-3.825724,-1.207880,0.019081,1,-1,0
0,4.910807,-3.700559,-1.195244,0.019081,1,-1,0
0,4.993543,-3.628021,-1.199785,0.019081,1,-1,0
0,5.064693,-3.546336,-1.201824,0.019081,1,-1,0
0,5.114472,-3.449755,-1.199165,0.019081,1,-1,0
0,5.185472,-3.367485,-1.201847,0.019081,1,-1,0
0,5.232231,-3.269461,-1.199275,0.019081,1,-1,0
0,5.233883,-3.144834,-1.186890,0.019081,1,-1,0
0,5.374947,-3.103227,-1.206412,0.019081,1,-1,0
0,5.412090,-2.999970,-1.202813,0.019081,1,-1,0
0,5.450568,-2.898119,-1.199939,0.019081,1,-1,0
0,5.480426,-2.792417,-1.195599,0.019081,1,-1,0
0,5.556224,-2.709952,-1.201633,0.019081,1,-1,0
0,5.609997,-2.615985,-1.203204,0.019081,1,-1,0
0,5.646771,-2.514104,-1.201496,0.019081,1,-1,0
0,5.684827,-2.413066,-1.200448,0.019081,1,-1,0
0,5.751084,-2.323589,-1.205691,0.019081,1,-1,0
0,5.744035,-2.204929,-1.195963,0.019081,1,-1,0
0,5.821438,-2.118830,-1.204195,0.019081,1,-1,0
0,5.827983,-2.006736,-1.198121,0.019081,1,-1,0
0,5.830794,-1.894540,-1.191718,0.019081,1,-1,0
0,5.884275,-1.799003,-1.196049,0.019081,1,-1,0
0,5.936174,-1.702171,-1.200376,0.019081,1,-1,0
0,5.974265,-1.600800,-1.202245,0.019081,1,-1,0
0,6.052684,-1.509104,-1.212540,0.019081,1,-1,0
0,5.987969,-1.382432,-1.194560,0.019081,1,-1,0
0,6.037536,-1.283318,-1.199797,0.019081,1,-1,0
0,6.058113,-1.177578,-1.199618,0.019081,1,-1,0
0,6.094572,-1.074638,-1.202940,0.019081,1,-1,0
0,6.093514,-0.965118,-1.199224,0.019081,1,-1,0
0,6.153070,-0.864758,-1.207790,0.019081,1,-1,0
0,6.143562,-0.754335,-1.203156,0.019081,1,-1,0
0,6.164001,-0.647863,-1.204760,0.019081,1,-1,0
0,6.151118,-0.538153,-1.200223,0.019081,1,-1,0
0,6.193228,-0.433073,-1.206781,0.019081,1,-1,0
0,6.123631,-0.320926,-1.191947,0.019081,1,-1,0
0,6.175044,-0.215637,-1.201039,0.019081,1,-1,0
0,6.147992,-0.107314,-1.195231,0.019081,1,-1,0
0,6.210535,0.000000,-1.207206,0.019081,1,-1,0
0,6.158782,0.107502,-1.197328,0.019081,1,-1,0
0,6.160536,0.215131,-1.198217,0.019081,1,-1,0
0,6.162214,0.322948,-1.199457,0.019081,1,-1,0
0,6.164289,0.431049,-1.201142,0.019081,1,-1,0
0,6.121253,0.535540,-1.194396,0.019081,1,-1,0
0,6.156936,0.647120,-1.203379,0.019081,1,-1,0
0,6.116336,0.750992,-1.197824,0.019081,1,-1,0
0,6.081252,0.854664,-1.193693,0.019081,1,-1,0
0,6.072282,0.961755,-1.195045,0.019081,1,-1,0
0,6.096703,1.075013,-1.203361,0.019081,1,-1,0
0,6.035876,1.173255,-1.195215,0.019081,1,-1,0
0,6.070563,1.290338,-1.206360,0.019081,1,-1,0
0,5.960989,1.376203,-1.189177,0.019081,1,-1,0
0,5.972244,1.489048,-1.196426,0.019081,1,-1,0
0,5.982895,1.603112,-1.203982,0.019081,1,-1,0
0,5.915379,1.696208,-1.196171,0.019081,1,-1,0
0,5.909726,1.806785,-1.201222,0.019081,1,-1,0
0,5.871289,1.907698,-1.199995,0.019081,1,-1,0
0,5.836265,2.009587,-1.199823,0.019081,1,-1,0
0,5.818833,2.117882,-1.203656,0.019081,1,-1,0
0,5.733086,2.200725,-1.193683,0.019081,1,-1,0
0,5.731237,2.315570,-1.201530,0.019081,1,-1,0
0,5.712120,2.424651,-1.206212,0.019081,1,-1,0
0,5.651140,2.516050,-1.202426,0.019081,1,-1,0
0,5.627221,2.624016,-1.206898,0.019081,1,-1,0
0,5.553042,2.708400,-1.200945,0.019081,1,-1,0
0,5.493398,2.799026,-1.198429,0.019081,1,-1,0
0,5.465695,2.906162,-1.203269,0.019081,1,-1,0
0,5.385004,2.984956,-1.196793,0.019081,1,-1,0
0,5.370664,3.100754,-1.205451,0.019081,1,-1,0
0,5.300349,3.184771,-1.201963,0.019081,1,-1,0
0,5.218542,3.260907,-1.196137,0.019081,1,-1,0
0,5.183878,3.366450,-1.201478,0.019081,1,-1,0
0,5.083097,3.428592,-1.191808,0.019081,1,-1,0
0,5.054841,3.539438,-1.199486,0.019081,1,-1,0
0,4.219657,3.065761,-1.013846,0.002864,0,0,-1
0,4.906679,3.697448,-1.194239,0.019081,1,-1,0
0,4.871102,3.805722,-1.201565,0.019081,1,-1,0
0,4.801871,3.888479,-1.201048,0.019081,1,-1,0
0,4.736028,3.973999,-1.201746,0.019081,1,-1,0
0,4.643817,4.036808,-1.196045,0.019081,1,-1,0
0,4.588244,4.131273,-1.200122,0.019081,1,-1,0
0,4.524575,4.219234,-1.202548,0.019081,1,-1,0
0,4.436627,4.284401,-1.198867,0.019081,1,-1,0
0,4.370525,4.370525,-1.201437,0.019081,1,-1,0
0,4.293053,4.445586,-1.201288,0.019081,1,-1,0
0,4.214460,4.519456,-1.201188,0.019081,1,-1,0
0,4.125788,4.582152,-1.198528,0.019081,1,-1,0
0,4.063442,4.674455,-1.203936,0.019081,1,-1,0
0,4.861076,-5.793205,-1.197781,0.015643,1,-1,0
0,4.966973,-5.713849,-1.199117,0.015643,1,-1,0
0,5.076472,-5.637993,-1.201610,0.015643,1,-1,0
0,5.158131,-5.531418,-1.197903,0.015643,1,-1,0
0,5.268925,-5.456132,-1.201333,0.015643,1,-1,0
0,5.364955,-5.364955,-1.201693,0.015643,1,-1,0
0,5.456624,-5.269401,-1.201441,0.015643,1,-1,0
0,5.526372,-5.153425,-1.196810,0.015643,1,-1,0
0,5.617909,-5.058388,-1.197330,0.015643,1,-1,0
0,5.699565,-4.954556,-1.196119,0.015643,1,-1,0
0,5.783762,-4.853152,-1.195829,0.015643,1,-1,0
0,5.874249,-4.756873,-1.197188,0.015643,1,-1,0
0,5.999100,-4.687011,-1.205776,0.015643,1,-1,0
0,6.048718,-4.558036,-1.199575,0.015643,1,-1,0
0,6.153508,-4.470785,-1.204696,0.015643,1,-1,0
0,6.232170,-4.363813,-1.205001,0.015643,1,-1,0
0,6.294855,-4.245933,-1.202608,0.015643,1,-1,0
0,6.360532,-4.130578,-1.201198,0.015643,1,-1,0
0,6.418611,-4.010793,-1.198762,0.015643,1,-1,0
0,6.501833,-3.906695,-1.201386,0.015643,1,-1,0
0,6.545557,-3.779079,-1.197095,0.015643,1,-1,0
0,6.616660,-3.667675,-1.198208,0.015643,1,-1,0
0,6.682206,-3.552992,-1.198664,0.015643,1,-1,0
0,6.766427,-3.447667,-1.202793,0.015643,1,-1,0
0,6.825623,-3.329079,-1.202803,0.015643,1,-1,0
0,6.867261,-3.202256,-1.200108,0.015643,1,-1,0
0,6.938769,-3.089339,-1.202998,0.015643,1,-1,0
0,6.969933,-2.958561,-1.199265,0.015643,1,-1,0
0,7.027750,-2.839395,-1.200502,0.015643,1,-1,0
0,7.066907,-2.712732,-1.198920,0.015643,1,-1,0
0,7.172542,-2.610592,-1.208926,0.015643,1,-1,0
0,7.108547,-2.447669,-1.190757,0.015643,1,-1,0
0,7.200053,-2.339439,-1.199063,0.015643,1,-1,0
0,7.247322,-2.215729,-1.200311,0.015643,1,-1,0
0,7.265654,-2.083393,-1.197142,0.015643,1,-1,0
0,7.359741,-1.972037,-1.206789,0.015643,1,-1,0
0,7.332704,-1.828248,-1.196940,0.015643,1,-1,0
0,7.392316,-1.706651,-1.201625,0.015643,1,-1,0
0,7.433886,-1.580121,-1.203716,0.015643,1,-1,0
0,7.466410,-1.451323,-1.204697,0.015643,1,-1,0
0,7.475736,-1.318174,-1.202306,0.015643,1,-1,0
0,7.457522,-1.181155,-1.195879,0.015643,1,-1,0
0,7.506566,-1.054979,-1.200607,0.015643,1,-1,0
0,7.533817,-0.925036,-1.202200,0.015643,1,-1,0
0,7.560289,-0.794618,-1.204028,0.015643,1,-1,0
0,7.557068,-0.661158,-1.201494,0.015643,1,-1,0
0,7.526028,-0.526271,-1.194917,0.015643,1,-1,0
0,7.568977,-0.396673,-1.200453,0.015643,1,-1,0
0,7.568925,-0.264313,-1.199531,0.015643,1,-1,0
0,7.570302,-0.132140,-1.199201,0.015643,1,-1,0
0,7.592681,0.000000,-1.202562,0.015643,1,-1,0
0,7.593121,0.132538,-1.202815,0.015643,1,-1,0
0,7.571752,0.264411,-1.199979,0.015643,1,-1,0
0,7.569597,0.396706,-1.200552,0.015643,1,-1,0
0,7.573706,0.529605,-1.202486,0.015643,1,-1,0
0,7.568180,0.662130,-1.203261,0.015643,1,-1,0
0,7.530864,0.791526,-1.199342,0.015643,1,-1,0
0,7.497488,0.920576,-1.196403,0.015643,1,-1,0
0,7.547139,1.060681,-1.207097,0.015643,1,-1,0
0,7.468741,1.182932,-1.197678,0.015643,1,-1,0
0,7.456674,1.314813,-1.199240,0.015643,1,-1,0
0,7.453514,1.448816,-1.202616,0.015643,1,-1,0
0,7.377813,1.568203,-1.194636,0.015643,1,-1,0
0,6.843323,1.579905,-1.112386,0.023653,0,0,-1
0,7.338008,1.829571,-1.197806,0.015643,1,-1,0
0,7.333985,1.965135,-1.202566,0.015643,1,-1,0
0,7.292484,2.091086,-1.201563,0.015643,1,-1,0
0,7.248823,2.216188,-1.200560,0.015643,1,-1,0
0,7.185915,2.334845,-1.196708,0.015643,1,-1,0
0,7.180695,2.472512,-1.202843,0.015643,1,-1,0
0,7.145209,2.600643,-1.204319,0.015643,1,-1,0
0,7.067940,2.713128,-1.199095,0.015643,1,-1,0
0,7.043020,2.845565,-1.203111,0.015643,1,-1,0
0,6.968626,2.958006,-1.199040,0.015643,1,-1,0
0,6.931162,3.085952,-1.201679,0.015643,1,-1,0
0,6.870820,3.203916,-1.200730,0.015643,1,-1,0
0,6.806922,3.319958,-1.199508,0.015643,1,-1,0
0,6.726486,3.427316,-1.195694,0.015643,1,-1,0
0,6.650233,3.535992,-1.192929,0.015643,1,-1,0
0,6.649263,3.685747,-1.204112,0.015643,1,-1,0
0,6.564758,3.790165,-1.200606,0.015643,1,-1,0
0,6.469105,3.887030,-1.195339,0.015643,1,-1,0
0,6.412220,4.006800,-1.197569,0.015643,1,-1,0
0,6.350094,4.123800,-1.199227,0.015643,1,-1,0
0,6.272677,4.230974,-1.198371,0.015643,1,-1,0
0,6.187530,4.332555,-1.196369,0.015643,1,-1,0
0,6.116023,4.443551,-1.197358,0.015643,1,-1,0
0,6.072888,4.576249,-1.204368,0.015643,1,-1,0
0,5.964593,4.660051,-1.198840,0.015643,1,-1,0
0,5.862950,4.747723,-1.194885,0.015643,1,-1,0
0,5.808082,4.873560,-1.200857,0.015643,1,-1,0
0,5.702703,4.957284,-1.196777,0.015643,1,-1,0
0,5.609305,5.050641,-1.195496,0.015643,1,-1,0
0,5.559928,5.184717,-1.204077,0.015643,1,-1,0
0,5.446232,5.259365,-1.199153,0.015643,1,-1,0
0,5.367110,5.367110,-1.202176,0.015643,1,-1,0
0,5.259683,5.446561,-1.199225,0.015643,1,-1,0
0,5.150149,5.522859,-1.196049,0.015643,1,-1,0
0,5.070693,5.631575,-1.200242,0.015643,1,-1,0
0,4.966188,5.712946,-1.198927,0.015643,1,-1,0
0,6.299522,-7.507477,-1.203327,0.012187,1,-1,0
0,6.411668,-7.375780,-1.199974,0.012187,1,-1,0
0,6.544286,-7.268166,-1.200868,0.012187,1,-1,0
0,6.659512,-7.141452,-1.198955,0.012187,1,-1,0
0,6.768536,-7.009024,-1.196375,0.012187,1,-1,0
0,6.926234,-6.926234,-1.202696,0.012187,1,-1,0
0,7.015175,-6.774476,-1.197425,0.012187,1,-1,0
0,7.139761,-6.657935,-1.198671,0.012187,1,-1,0
0,7.261196,-6.538010,-1.199716,0.012187,1,-1,0
0,7.362793,-6.400378,-1.197861,0.012187,1,-1,0
0,7.479361,-6.275929,-1.198821,0.012187,1,-1,0
0,7.601325,-6.155432,-1.200965,0.012187,1,-1,0
0,7.694708,-6.011765,-1.198957,0.012187,1,-1,0
0,7.803230,-5.880155,-1.199691,0.012187,1,-1,0
0,7.898784,-5.738802,-1.198799,0.012187,1,-1,0
0,7.989458,-5.594279,-1.197558,0.012187,1,-1,0
0,8.121864,-5.478266,-1.202888,0.012187,1,-1,0
0,8.195802,-5.322416,-1.199897,0.012187,1,-1,0
0,8.280033,-5.173939,-1.198824,0.012187,1,-1,0
0,8.397620,-5.045799,-1.202913,0.012187,1,-1,0
0,8.474910,-4.892992,-1.201568,0.012187,1,-1,0
0,8.551842,-4.740364,-1.200561,0.012187,1,-1,0
0,8.614819,-4.580580,-1.197995,0.012187,1,-1,0
0,8.727330,-4.446797,-1.202664,0.012187,1,-1,0
0,8.797432,-4.290794,-1.201820,0.012187,1,-1,0
0,8.835154,-4.119900,-1.196967,0.012187,1,-1,0
0,8.918856,-3.970931,-1.198734,0.012187,1,-1,0
0,9.006594,-3.823073,-1.201374,0.012187,1,-1,0
0,9.068287,-3.663826,-1.200890,0.012187,1,-1,0
0,9.136799,-3.507289,-1.201672,0.012187,1,-1,0
0,9.199424,-3.348317,-1.202039,0.012187,1,-1,0
0,9.252083,-3.185748,-1.201471,0.012187,1,-1,0
0,9.318882,-3.027888,-1.203099,0.012187,1,-1,0
