# SYNTHETIC ground truth — generated by scripts/make_synthetic.py for project 01.24
# NEVER fed into the detection pipeline; only main.cu's GATEs read this file.
x,y,s0_dn,dolp,aolp_deg,label
84,0,131.9370,0.018000,45.0000,0
85,0,132.0315,0.018000,45.0000,0
86,0,132.1260,0.018000,45.0000,0
87,0,132.2205,0.018000,45.0000,0
88,0,132.3150,0.018000,45.0000,0
89,0,132.4094,0.018000,45.0000,0
90,0,132.5039,0.018000,45.0000,0
91,0,132.5984,0.018000,45.0000,0
92,0,132.6929,0.018000,45.0000,0
93,0,132.7874,0.018000,45.0000,0
94,0,132.8819,0.018000,45.0000,0
95,0,132.9764,0.018000,45.0000,0
96,0,133.0709,0.018000,45.0000,0
97,0,133.1654,0.018000,45.0000,0
98,0,133.2598,0.018000,45.0000,0
99,0,133.3543,0.018000,45.0000,0
100,0,133.4488,0.018000,45.0000,0
101,0,133.5433,0.018000,45.0000,0
102,0,133.6378,0.018000,45.0000,0
103,0,133.7323,0.018000,45.0000,0
104,0,133.8268,0.018000,45.0000,0
105,0,133.9213,0.018000,45.0000,0
106,0,134.0157,0.018000,45.0000,0
107,0,134.1102,0.018000,45.0000,0
108,0,134.2047,0.018000,45.0000,0
109,0,134.2992,0.018000,45.0000,0
110,0,134.3937,0.018000,45.0000,0
111,0,134.4882,0.018000,45.0000,0
112,0,134.5827,0.018000,45.0000,0
113,0,134.6772,0.018000,45.0000,0
114,0,134.7717,0.018000,45.0000,0
115,0,134.8661,0.018000,45.0000,0
116,0,134.9606,0.018000,45.0000,0
117,0,135.0551,0.018000,45.0000,0
118,0,135.1496,0.018000,45.0000,0
119,0,135.2441,0.018000,45.0000,0
120,0,135.3386,0.018000,45.0000,0
121,0,135.4331,0.018000,45.0000,0
122,0,135.5276,0.018000,45.0000,0
123,0,135.6220,0.018000,45.0000,0
124,0,135.7165,0.018000,45.0000,0
125,0,135.8110,0.018000,45.0000,0
126,0,135.9055,0.018000,45.0000,0
127,0,136.0000,0.018000,45.0000,0
0,1,124.0000,0.018000,45.0000,0
1,1,124.0945,0.018000,45.0000,0
2,1,124.1890,0.018000,45.0000,0
3,1,124.2835,0.018000,45.0000,0
4,1,124.3780,0.018000,45.0000,0
5,1,124.4724,0.018000,45.0000,0
6,1,124.5669,0.018000,45.0000,0
7,1,124.6614,0.018000,45.0000,0
8,1,124.7559,0.018000,45.0000,0
9,1,124.8504,0.018000,45.0000,0
10,1,124.9449,0.018000,45.0000,0
11,1,125.0394,0.018000,45.0000,0
12,1,125.1339,0.018000,45.0000,0
13,1,125.2283,0.018000,45.0000,0
14,1,125.3228,0.018000,45.0000,0
15,1,125.4173,0.018000,45.0000,0
16,1,125.5118,0.018000,45.0000,0
17,1,125.6063,0.018000,45.0000,0
18,1,125.7008,0.018000,45.0000,0
19,1,125.7953,0.018000,45.0000,0
20,1,125.8898,0.018000,45.0000,0
21,1,125.9843,0.018000,45.0000,0
22,1,126.0787,0.018000,45.0000,0
23,1,126.1732,0.018000,45.0000,0
24,1,126.2677,0.018000,45.0000,0
25,1,126.3622,0.018000,45.0000,0
26,1,126.4567,0.018000,45.0000,0
27,1,126.5512,0.018000,45.0000,0
28,1,126.6457,0.018000,45.0000,0
29,1,126.7402,0.018000,45.0000,0
30,1,126.8346,0.018000,45.0000,0
31,1,126.9291,0.018000,45.0000,0
32,1,127.0236,0.018000,45.0000,0
33,1,127.1181,0.018000,45.0000,0
34,1,127.2126,0.018000,45.0000,0
35,1,127.3071,0.018000,45.0000,0
36,1,127.4016,0.018000,45.0000,0
37,1,127.4961,0.018000,45.0000,0
38,1,127.5906,0.018000,45.0000,0
39,1,127.6850,0.018000,45.0000,0
40,1,127.7795,0.018000,45.0000,0
41,1,127.8740,0.018000,45.0000,0
42,1,127.9685,0.018000,45.0000,0
43,1,128.0630,0.018000,45.0000,0
44,1,128.1575,0.018000,45.0000,0
45,1,128.2520,0.018000,45.0000,0
46,1,128.3465,0.018000,45.0000,0
47,1,128.4409,0.018000,45.0000,0
48,1,128.5354,0.018000,45.0000,0
49,1,128.6299,0.018000,45.0000,0
50,1,128.7244,0.018000,45.0000,0
51,1,128.8189,0.018000,45.0000,0
52,1,128.9134,0.018000,45.0000,0
53,1,129.0079,0.018000,45.0000,0
54,1,129.1024,0.018000,45.0000,0
55,1,129.1969,0.018000,45.0000,0
56,1,129.2913,0.018000,45.0000,0
57,1,129.3858,0.018000,45.0000,0
58,1,129.4803,0.018000,45.0000,0
59,1,129.5748,0.018000,45.0000,0
60,1,129.6693,0.018000,45.0000,0
61,1,129.7638,0.018000,45.0000,0
62,1,129.8583,0.018000,45.0000,0
63,1,129.9528,0.018000,45.0000,0
64,1,130.0472,0.018000,45.0000,0
65,1,130.1417,0.018000,45.0000,0
66,1,130.2362,0.018000,45.0000,0
67,1,130.3307,0.018000,45.0000,0
68,1,130.4252,0.018000,45.0000,0
69,1,130.5197,0.018000,45.0000,0
70,1,130.6142,0.018000,45.0000,0
71,1,130.7087,0.018000,45.0000,0
72,1,130.8031,0.018000,45.0000,0
73,1,130.8976,0.018000,45.0000,0
74,1,130.9921,0.018000,45.0000,0
75,1,131.0866,0.018000,45.0000,0
76,1,131.1811,0.018000,45.0000,0
77,1,131.2756,0.018000,45.0000,0
78,1,131.3701,0.018000,45.0000,0
79,1,131.4646,0.018000,45.0000,0
80,1,131.5591,0.018000,45.0000,0
81,1,131.6535,0.018000,45.0000,0
82,1,131.7480,0.018000,45.0000,0
83,1,131.8425,0.018000,45.0000,0
84,1,131.9370,0.018000,45.0000,0
85,1,132.0315,0.018000,45.0000,0
86,1,132.1260,0.018000,45.0000,0
87,1,132.2205,0.018000,45.0000,0
88,1,132.3150,0.018000,45.0000,0
89,1,132.4094,0.018000,45.0000,0
90,1,132.5039,0.018000,45.0000,0
91,1,132.5984,0.018000,45.0000,0
92,1,132.6929,0.018000,45.0000,0
93,1,132.7874,0.018000,45.0000,0
94,1,132.8819,0.018000,45.0000,0
95,1,132.9764,0.018000,45.0000,0
96,1,133.0709,0.018000,45.0000,0
97,1,133.1654,0.018000,45.0000,0
98,1,133.2598,0.018000,45.0000,0
99,1,133.3543,0.018000,45.0000,0
100,1,133.4488,0.018000,45.0000,0
101,1,133.5433,0.018000,45.0000,0
102,1,133.6378,0.018000,45.0000,0
103,1,133.7323,0.018000,45.0000,0
104,1,133.8268,0.018000,45.0000,0
105,1,133.9213,0.018000,45.0000,0
106,1,134.0157,0.018000,45.0000,0
107,1,134.1102,0.018000,45.0000,0
108,1,134.2047,0.018000,45.0000,0
109,1,134.2992,0.018000,45.0000,0
110,1,134.3937,0.018000,45.0000,0
111,1,134.4882,0.018000,45.0000,0
112,1,134.5827,0.018000,45.0000,0
113,1,134.6772,0.018000,45.0000,0
114,1,134.7717,0.018000,45.0000,0
115,1,134.8661,0.018000,45.0000,0
116,1,134.9606,0.018000,45.0000,0
117,1,135.0551,0.018000,45.0000,0
118,1,135.1496,0.018000,45.0000,0
119,1,135.2441,0.018000,45.0000,0
120,1,135.3386,0.018000,45.0000,0
121,1,135.4331,0.018000,45.0000,0
122,1,135.5276,0.018000,45.0000,0
123,1,135.6220,0.018000,45.0000,0
124,1,135.7165,0.018000,45.0000,0
125,1,135.8110,0.018000,45.0000,0
126,1,135.9055,0.018000,45.0000,0
127,1,136.0000,0.018000,45.0000,0
0,2,124.0000,0.018000,45.0000,0
1,2,124.0945,0.018000,45.0000,0
2,2,124.1890,0.018000,45.0000,0
3,2,124.2835,0.018000,45.0000,0
4,2,124.3780,0.018000,45.0000,0
5,2,124.4724,0.018000,45.0000,0
6,2,124.5669,0.018000,45.0000,0
7,2,124.6614,0.018000,45.0000,0
8,2,124.7559,0.018000,45.0000,0
9,2,124.8504,0.018000,45.0000,0
10,2,124.9449,0.018000,45.0000,0
11,2,125.0394,0.018000,45.0000,0
12,2,125.1339,0.018000,45.0000,0
13,2,125.2283,0.018000,45.0000,0
14,2,125.3228,0.018000,45.0000,0
15,2,125.4173,0.018000,45.0000,0
16,2,125.5118,0.018000,45.0000,0
17,2,125.6063,0.018000,45.0000,0
18,2,125.7008,0.018000,45.0000,0
19,2,125.7953,0.018000,45.0000,0
20,2,125.8898,0.018000,45.0000,0
21,2,125.9843,0.018000,45.0000,0
22,2,126.0787,0.018000,45.0000,0
23,2,126.1732,0.018000,45.0000,0
24,2,126.2677,0.018000,45.0000,0
25,2,126.3622,0.018000,45.0000,0
26,2,126.4567,0.018000,45.0000,0
27,2,126.5512,0.018000,45.0000,0
28,2,126.6457,0.018000,45.0000,0
29,2,126.7402,0.018000,45.0000,0
30,2,126.8346,0.018000,45.0000,0
31,2,126.9291,0.018000,45.0000,0
32,2,127.0236,0.018000,45.0000,0
33,2,127.1181,0.018000,45.0000,0
34,2,127.2126,0.018000,45.0000,0
35,2,127.3071,0.018000,45.0000,0
36,2,127.4016,0.018000,45.0000,0
37,2,127.4961,0.018000,45.0000,0
38,2,127.5906,0.018000,45.0000,0
39,2,127.6850,0.018000,45.0000,0
40,2,127.7795,0.018000,45.0000,0
41,2,127.8740,0.018000,45.0000,0
42,2,127.9685,0.018000,45.0000,0
43,2,128.0630,0.018000,45.0000,0
44,2,128.1575,0.018000,45.0000,0
45,2,128.2520,0.018000,45.0000,0
46,2,128.3465,0.018000,45.0000,0
47,2,128.4409,0.018000,45.0000,0
48,2,128.5354,0.018000,45.0000,0
49,2,128.6299,0.018000,45.0000,0
50,2,128.7244,0.018000,45.0000,0
51,2,128.8189,0.018000,45.0000,0
52,2,128.9134,0.018000,45.0000,0
53,2,129.0079,0.018000,45.0000,0
54,2,129.1024,0.018000,45.0000,0
55,2,129.1969,0.018000,45.0000,0
56,2,129.2913,0.018000,45.0000,0
57,2,129.3858,0.018000,45.0000,0
58,2,129.4803,0.018000,45.0000,0
59,2,129.5748,0.018000,45.0000,0
60,2,129.6693,0.018000,45.0000,0
61,2,129.7638,0.018000,45.0000,0
62,2,129.8583,0.018000,45.0000,0
63,2,129.9528,0.018000,45.0000,0
64,2,130.0472,0.018000,45.0000,0
65,2,130.1417,0.018000,45.0000,0
66,2,130.2362,0.018000,45.0000,0
67,2,130.3307,0.018000,45.0000,0
68,2,130.4252,0.018000,45.0000,0
69,2,130.5197,0.018000,45.0000,0
70,2,130.6142,0.018000,45.0000,0
71,2,130.7087,0.018000,45.0000,0
72,2,130.8031,0.018000,45.0000,0
73,2,130.8976,0.018000,45.0000,0
74,2,130.9921,0.018000,45.0000,0
75,2,131.0866,0.018000,45.0000,0
76,2,131.1811,0.018000,45.0000,0
77,2,131.2756,0.018000,45.0000,0
78,2,131.3701,0.018000,45.0000,0
79,2,131.4646,0.018000,45.0000,0
80,2,131.5591,0.018000,45.0000,0
81,2,131.6535,0.018000,45.0000,0
82,2,131.7480,0.018000,45.0000,0
83,2,131.8425,0.018000,45.0000,0
84,2,131.9370,0.018000,45.0000,0
85,2,132.0315,0.018000,45.0000,0
86,2,132.1260,0.018000,45.0000,0
87,2,132.2205,0.018000,45.0000,0
88,2,132.3150,0.018000,45.0000,0
89,2,132.4094,0.018000,45.0000,0
90,2,132.5039,0.018000,45.0000,0
91,2,132.5984,0.018000,45.0000,0
92,2,132.6929,0.018000,45.0000,0
93,2,132.7874,0.018000,45.0000,0
94,2,132.8819,0.018000,45.0000,0
95,2,132.9764,0.018000,45.0000,0
96,2,133.0709,0.018000,45.0000,0
97,2,133.1654,0.018000,45.0000,0
98,2,133.2598,0.018000,45.0000,0
99,2,133.3543,0.018000,45.0000,0
100,2,133.4488,0.018000,45.0000,0
101,2,133.5433,0.018000,45.0000,0
102,2,133.6378,0.018000,45.0000,0
103,2,133.7323,0.018000,45.0000,0
104,2,133.8268,0.018000,45.0000,0
105,2,133.9213,0.018000,45.0000,0
106,2,134.0157,0.018000,45.0000,0
107,2,134.1102,0.018000,45.0000,0
108,2,134.2047,0.018000,45.0000,0
109,2,134.2992,0.018000,45.0000,0
110,2,134.3937,0.018000,45.0000,0
111,2,134.4882,0.018000,45.0000,0
112,2,134.5827,0.018000,45.0000,0
113,2,134.6772,0.018000,45.0000,0
114,2,134.7717,0.018000,45.0000,0
115,2,134.8661,0.018000,45.0000,0
116,2,134.9606,0.018000,45.0000,0
117,2,135.0551,0.018000,45.0000,0
118,2,135.1496,0.018000,45.0000,0
119,2,135.2441,0.018000,45.0000,0
120,2,135.3386,0.018000,45.0000,0
121,2,135.4331,0.018000,45.0000,0
122,2,135.5276,0.018000,45.0000,0
123,2,135.6220,0.018000,45.0000,0
124,2,135.7165,0.018000,45.0000,0
125,2,135.8110,0.018000,45.0000,0
126,2,135.9055,0.018000,45.0000,0
127,2,136.0000,0.018000,45.0000,0
0,3,124.0000,0.018000,45.0000,0
1,3,124.0945,0.018000,45.0000,0
2,3,124.1890,0.018000,45.0000,0
3,3,124.2835,0.018000,45.0000,0
4,3,124.3780,0.018000,45.0000,0
5,3,124.4724,0.018000,45.0000,0
6,3,124.5669,0.018000,45.0000,0
7,3,124.6614,0.018000,45.0000,0
8,3,124.7559,0.018000,45.0000,0
9,3,124.8504,0.018000,45.0000,0
10,3,124.9449,0.018000,45.0000,0
11,3,125.0394,0.018000,45.0000,0
12,3,125.1339,0.018000,45.0000,0
13,3,125.2283,0.018000,45.0000,0
14,3,125.3228,0.018000,45.0000,0
15,3,125.4173,0.018000,45.0000,0
16,3,125.5118,0.018000,45.0000,0
17,3,125.6063,0.018000,45.0000,0
18,3,125.7008,0.018000,45.0000,0
19,3,125.7953,0.018000,45.0000,0
20,3,125.8898,0.018000,45.0000,0
21,3,125.9843,0.018000,45.0000,0
22,3,126.0787,0.018000,45.0000,0
23,3,126.1732,0.018000,45.0000,0
24,3,126.2677,0.018000,45.0000,0
25,3,126.3622,0.018000,45.0000,0
26,3,126.4567,0.018000,45.0000,0
27,3,126.5512,0.018000,45.0000,0
28,3,126.6457,0.018000,45.0000,0
29,3,126.7402,0.018000,45.0000,0
30,3,126.8346,0.018000,45.0000,0
31,3,126.9291,0.018000,45.0000,0
32,3,127.0236,0.018000,45.0000,0
33,3,127.1181,0.018000,45.0000,0
34,3,127.2126,0.018000,45.0000,0
35,3,127.3071,0.018000,45.0000,0
36,3,127.4016,0.018000,45.0000,0
37,3,127.4961,0.018000,45.0000,0
38,3,127.5906,0.018000,45.0000,0
39,3,127.6850,0.018000,45.0000,0
40,3,127.7795,0.018000,45.0000,0
41,3,127.8740,0.018000,45.0000,0
42,3,127.9685,0.018000,45.0000,0
43,3,128.0630,0.018000,45.0000,0
44,3,128.1575,0.018000,45.0000,0
45,3,128.2520,0.018000,45.0000,0
46,3,128.3465,0.018000,45.0000,0
47,3,128.4409,0.018000,45.0000,0
48,3,128.5354,0.018000,45.0000,0
49,3,128.6299,0.018000,45.0000,0
50,3,128.7244,0.018000,45.0000,0
51,3,128.8189,0.018000,45.0000,0
52,3,128.9134,0.018000,45.0000,0
53,3,129.0079,0.018000,45.0000,0
54,3,129.1024,0.018000,45.0000,0
55,3,129.1969,0.018000,45.0000,0
56,3,129.2913,0.018000,45.0000,0
57,3,129.3858,0.018000,45.0000,0
58,3,129.4803,0.018000,45.0000,0
59,3,129.5748,0.018000,45.0000,0
60,3,129.6693,0.018000,45.0000,0
61,3,129.7638,0.018000,45.0000,0
62,3,129.8583,0.018000,45.0000,0
63,3,129.9528,0.018000,45.0000,0
64,3,130.0472,0.018000,45.0000,0
65,3,130.1417,0.018000,45.0000,0
66,3,130.2362,0.018000,45.0000,0
67,3,130.3307,0.018000,45.0000,0
68,3,130.4252,0.018000,45.0000,0
69,3,130.5197,0.018000,45.0000,0
70,3,130.6142,0.018000,45.0000,0
71,3,130.7087,0.018000,45.0000,0
72,3,130.8031,0.018000,45.0000,0
73,3,130.8976,0.018000,45.0000,0
74,3,130.9921,0.018000,45.0000,0
75,3,131.0866,0.018000,45.0000,0
76,3,131.1811,0.018000,45.0000,0
77,3,131.2756,0.018000,45.0000,0
78,3,131.3701,0.018000,45.0000,0
79,3,131.4646,0.018000,45.0000,0
80,3,131.5591,0.018000,45.0000,0
81,3,131.6535,0.018000,45.0000,0
82,3,131.7480,0.018000,45.0000,0
83,3,131.8425,0.018000,45.0000,0
84,3,131.9370,0.018000,45.0000,0
85,3,132.0315,0.018000,45.0000,0
86,3,132.1260,0.018000,45.0000,0
87,3,132.2205,0.018000,45.0000,0
88,3,132.3150,0.018000,45.0000,0
89,3,132.4094,0.018000,45.0000,0
90,3,132.5039,0.018000,45.0000,0
91,3,132.5984,0.018000,45.0000,0
92,3,132.6929,0.018000,45.0000,0
93,3,132.7874,0.018000,45.0000,0
94,3,132.8819,0.018000,45.0000,0
95,3,132.9764,0.018000,45.0000,0
96,3,133.0709,0.018000,45.0000,0
97,3,133.1654,0.018000,45.0000,0
98,3,133.2598,0.018000,45.0000,0
99,3,133.3543,0.018000,45.0000,0
100,3,133.4488,0.018000,45.0000,0
101,3,133.5433,0.018000,45.0000,0
102,3,133.6378,0.018000,45.0000,0
103,3,133.7323,0.018000,45.0000,0
104,3,133.8268,0.018000,45.0000,0
105,3,133.9213,0.018000,45.0000,0
106,3,134.0157,0.018000,45.0000,0
107,3,134.1102,0.018000,45.0000,0
108,3,134.2047,0.018000,45.0000,0
109,3,134.2992,0.018000,45.0000,0
110,3,134.3937,0.018000,45.0000,0
111,3,134.4882,0.018000,45.0000,0
112,3,134.5827,0.018000,45.0000,0
113,3,134.6772,0.018000,45.0000,0
114,3,134.7717,0.018000,45.0000,0
115,3,134.8661,0.018000,45.0000,0
116,3,134.9606,0.018000,45.0000,0
117,3,135.0551,0.018000,45.0000,0
118,3,135.1496,0.018000,45.0000,0
119,3,135.2441,0.018000,45.0000,0
120,3,135.3386,0.018000,45.0000,0
121,3,135.4331,0.018000,45.0000,0
122,3,135.5276,0.018000,45.0000,0
123,3,135.6220,0.018000,45.0000,0
124,3,135.7165,0.018000,45.0000,0
125,3,135.8110,0.018000,45.0000,0
126,3,135.9055,0.018000,45.0000,0
127,3,136.0000,0.018000,45.0000,0
0,4,124.0000,0.018000,45.0000,0
1,4,124.0945,0.018000,45.0000,0
2,4,124.1890,0.018000,45.0000,0
3,4,124.2835,0.018000,45.0000,0
4,4,124.3780,0.018000,45.0000,0
5,4,124.4724,0.018000,45.0000,0
6,4,124.5669,0.018000,45.0000,0
7,4,124.6614,0.018000,45.0000,0
8,4,124.7559,0.018000,45.0000,0
9,4,124.8504,0.018000,45.0000,0
10,4,124.9449,0.018000,45.0000,0
11,4,125.0394,0.018000,45.0000,0
12,4,125.1339,0.018000,45.0000,0
13,4,125.2283,0.018000,45.0000,0
14,4,125.3228,0.018000,45.0000,0
15,4,125.4173,0.018000,45.0000,0
16,4,125.5118,0.018000,45.0000,0
17,4,125.6063,0.018000,45.0000,0
18,4,125.7008,0.018000,45.0000,0
19,4,125.7953,0.018000,45.0000,0
20,4,125.8898,0.018000,45.0000,0
21,4,125.9843,0.018000,45.0000,0
22,4,126.0787,0.018000,45.0000,0
23,4,126.1732,0.018000,45.0000,0
24,4,126.2677,0.018000,45.0000,0
25,4,126.3622,0.018000,45.0000,0
26,4,126.4567,0.018000,45.0000,0
27,4,126.5512,0.018000,45.0000,0
28,4,126.6457,0.018000,45.0000,0
29,4,126.7402,0.018000,45.0000,0
30,4,126.8346,0.018000,45.0000,0
31,4,126.9291,0.018000,45.0000,0
32,4,127.0236,0.018000,45.0000,0
33,4,127.1181,0.018000,45.0000,0
34,4,127.2126,0.018000,45.0000,0
35,4,127.3071,0.018000,45.0000,0
36,4,127.4016,0.018000,45.0000,0
37,4,127.4961,0.018000,45.0000,0
38,4,127.5906,0.018000,45.0000,0
39,4,127.6850,0.018000,45.0000,0
40,4,127.7795,0.018000,45.0000,0
41,4,127.8740,0.018000,45.0000,0
42,4,127.9685,0.018000,45.0000,0
43,4,128.0630,0.018000,45.0000,0
44,4,128.1575,0.018000,45.0000,0
45,4,128.2520,0.018000,45.0000,0
46,4,128.3465,0.018000,45.0000,0
47,4,128.4409,0.018000,45.0000,0
48,4,128.5354,0.018000,45.0000,0
49,4,128.6299,0.018000,45.0000,0
50,4,128.7244,0.018000,45.0000,0
51,4,128.8189,0.018000,45.0000,0
52,4,128.9134,0.018000,45.0000,0
53,4,129.0079,0.018000,45.0000,0
54,4,129.1024,0.018000,45.0000,0
55,4,129.1969,0.018000,45.0000,0
56,4,129.2913,0.018000,45.0000,0
57,4,129.3858,0.018000,45.0000,0
58,4,129.4803,0.018000,45.0000,0
59,4,129.5748,0.018000,45.0000,0
60,4,129.6693,0.018000,45.0000,0
61,4,129.7638,0.018000,45.0000,0
62,4,129.8583,0.018000,45.0000,0
63,4,129.9528,0.018000,45.0000,0
64,4,130.0472,0.018000,45.0000,0
65,4,130.1417,0.018000,45.0000,0
66,4,130.2362,0.018000,45.0000,0
67,4,130.3307,0.018000,45.0000,0
68,4,130.4252,0.018000,45.0000,0
69,4,130.5197,0.018000,45.0000,0
70,4,130.6142,0.018000,45.0000,0
71,4,130.7087,0.018000,45.0000,0
72,4,130.8031,0.018000,45.0000,0
73,4,130.8976,0.018000,45.0000,0
74,4,130.9921,0.018000,45.0000,0
75,4,131.0866,0.018000,45.0000,0
76,4,131.1811,0.018000,45.0000,0
77,4,131.2756,0.018000,45.0000,0
78,4,131.3701,0.018000,45.0000,0
79,4,131.4646,0.018000,45.0000,0
80,4,131.5591,0.018000,45.0000,0
81,4,131.6535,0.018000,45.0000,0
82,4,131.7480,0.018000,45.0000,0
83,4,131.8425,0.018000,45.0000,0
84,4,131.9370,0.018000,45.0000,0
85,4,132.0315,0.018000,45.0000,0
86,4,132.1260,0.018000,45.0000,0
87,4,132.2205,0.018000,45.0000,0
88,4,132.3150,0.018000,45.0000,0
89,4,132.4094,0.018000,45.0000,0
90,4,132.5039,0.018000,45.0000,0
91,4,132.5984,0.018000,45.0000,0
92,4,132.6929,0.018000,45.0000,0
93,4,132.7874,0.018000,45.0000,0
94,4,132.8819,0.018000,45.0000,0
95,4,132.9764,0.018000,45.0000,0
96,4,133.0709,0.018000,45.0000,0
97,4,133.1654,0.018000,45.0000,0
98,4,133.2598,0.018000,45.0000,0
99,4,133.3543,0.018000,45.0000,0
100,4,133.4488,0.018000,45.0000,0
101,4,133.5433,0.018000,45.0000,0
102,4,133.6378,0.018000,45.0000,0
103,4,133.7323,0.018000,45.0000,0
104,4,133.8268,0.018000,45.0000,0
105,4,133.9213,0.018000,45.0000,0
106,4,134.0157,0.018000,45.0000,0
107,4,134.1102,0.018000,45.0000,0
108,4,134.2047,0.018000,45.0000,0
109,4,134.2992,0.018000,45.0000,0
110,4,134.3937,0.018000,45.0000,0
111,4,134.4882,0.018000,45.0000,0
112,4,134.5827,0.018000,45.0000,0
113,4,134.6772,0.018000,45.0000,0
114,4,134.7717,0.018000,45.0000,0
115,4,134.8661,0.018000,45.0000,0
116,4,134.9606,0.018000,45.0000,0
117,4,135.0551,0.018000,45.0000,0
118,4,135.1496,0.018000,45.0000,0
119,4,135.2441,0.018000,45.0000,0
120,4,135.3386,0.018000,45.0000,0
121,4,135.4331,0.018000,45.0000,0
122,4,135.5276,0.018000,45.0000,0
123,4,135.6220,0.018000,45.0000,0
124,4,135.7165,0.018000,45.0000,0
125,4,135.8110,0.018000,45.0000,0
126,4,135.9055,0.018000,45.0000,0
127,4,136.0000,0.018000,45.0000,0
0,5,124.0000,0.018000,45.0000,0
1,5,124.0945,0.018000,45.0000,0
2,5,124.1890,0.018000,45.0000,0
3,5,124.2835,0.018000,45.0000,0
4,5,124.3780,0.018000,45.0000,0
5,5,124.4724,0.018000,45.0000,0
6,5,124.5669,0.018000,45.0000,0
7,5,124.6614,0.018000,45.0000,0
8,5,124.7559,0.018000,45.0000,0
9,5,124.8504,0.018000,45.0000,0
10,5,124.9449,0.018000,45.0000,0
11,5,125.0394,0.018000,45.0000,0
12,5,125.1339,0.018000,45.0000,0
13,5,125.2283,0.018000,45.0000,0
14,5,125.3228,0.018000,45.0000,0
15,5,125.4173,0.018000,45.0000,0
16,5,125.5118,0.018000,45.0000,0
17,5,125.6063,0.018000,45.0000,0
