# SYNTHETIC data - generated by scripts/make_synthetic.py for project 02.20
# regenerate: python make_synthetic.py --seed 42
# variant: degenerate (channel 15 retargeted to 45.0 deg elevation, hits ONLY the isolated target - unobservable-channel gate)
# scene: GROUND/WALL_NEAR/PANEL/WALL_FAR/ISOLATED_TARGET - see this script's module
#        docstring for the full forward-model derivation
# num_beams=16
# elev_min_deg=-4.0
# elev_max_deg=4.0
# azimuth_min_deg=-40.0
# azimuth_step_deg=1.0
# azimuth_steps=81
# max_range_m=45.0
# range_plateau_m=4.0
# seed=42
# surf_id: 0=GROUND 1=WALL_NEAR 2=PANEL 3=WALL_FAR 4=ISOLATED_TARGET
# elev_deg_by_channel=-4.000000,-3.466667,-2.933333,-2.400000,-1.866667,-1.333333,-0.800000,-0.266667,0.266667,0.800000,1.333333,1.866667,2.400000,2.933333,3.466667,45.000000
# columns: channel,x,y,z,intensity,surf_id,R_true
0,7.994718,0.981628,-0.563243,0.081638,1,0.550000
0,7.964294,1.119309,-0.562391,0.086341,1,0.550000
0,7.975324,1.263167,-0.564641,0.081644,1,0.550000
0,7.994169,1.409588,-0.567630,0.078589,1,0.550000
0,8.030854,1.561040,-0.572083,0.079184,1,0.550000
0,7.990910,1.698520,-0.571262,0.082807,1,0.550000
0,8.029183,1.853683,-0.576224,0.075834,1,0.550000
0,8.015119,1.998394,-0.577630,0.080331,1,0.550000
0,8.024557,2.150174,-0.580926,0.078802,1,0.550000
0,16.494881,4.729831,-1.199917,0.000000,0,0.220000
0,16.388874,5.010582,-1.198385,0.000739,0,0.220000
0,16.334172,5.307294,-1.200977,0.000000,0,0.220000
0,16.207757,5.580778,-1.198662,0.002257,0,0.220000
0,16.147940,5.877370,-1.201642,0.001354,0,0.220000
0,15.996847,6.140614,-1.198192,0.000784,0,0.220000
0,15.898969,6.423601,-1.199076,0.000629,0,0.220000
0,15.819585,6.715015,-1.201746,0.000919,0,0.220000
0,15.672271,6.977744,-1.199625,0.000206,0,0.220000
0,15.539429,7.246155,-1.198956,0.000308,0,0.220000
0,15.430087,7.525756,-1.200472,0.001474,0,0.220000
0,15.299554,7.795512,-1.200720,0.000446,0,0.220000
0,15.157979,8.059641,-1.200467,0.000000,0,0.220000
0,14.986417,8.307107,-1.198181,0.001755,0,0.220000
0,14.867937,8.584007,-1.200505,0.000563,0,0.220000
0,14.750676,8.863100,-1.203345,0.000000,0,0.220000
0,14.581103,9.111285,-1.202302,0.001479,0,0.220000
0,14.422071,9.365802,-1.202486,0.000000,0,0.220000
0,14.232070,9.599653,-1.200432,0.000294,0,0.220000
0,14.065073,9.848470,-1.200663,0.001788,0,0.220000
0,13.862799,10.071913,-1.198221,0.001066,0,0.220000
0,13.710463,10.331575,-1.200459,0.001465,0,0.220000
0,13.506745,10.552626,-1.198567,0.000401,0,0.220000
0,13.319668,10.786054,-1.198490,0.001132,0,0.220000
0,13.135589,11.022068,-1.199056,0.001458,0,0.220000
1,15.175046,-12.733376,-1.200041,0.000672,0,0.220000
1,15.378964,-12.453639,-1.198793,0.001151,0,0.220000
1,15.597360,-12.185993,-1.199054,0.000000,0,0.220000
1,15.803155,-11.908531,-1.198713,0.000888,0,0.220000
1,16.042286,-11.655403,-1.201236,0.000920,0,0.220000
1,16.232328,-11.365999,-1.200428,0.000000,0,0.220000
1,16.431005,-11.082853,-1.200632,0.000847,0,0.220000
1,16.623074,-10.795151,-1.200715,0.000000,0,0.220000
1,16.813388,-10.506171,-1.201032,0.000707,0,0.220000
1,16.965802,-10.194082,-1.199026,0.000000,0,0.220000
1,17.170561,-9.913428,-1.201085,0.000000,0,0.220000
1,17.326457,-9.604212,-1.200080,0.001213,0,0.220000
1,17.482503,-9.295612,-1.199468,0.000229,0,0.220000
1,17.659035,-8.997728,-1.200621,0.001241,0,0.220000
1,17.821767,-8.692257,-1.201186,0.000886,0,0.220000
1,17.936646,-8.363996,-1.198907,0.000064,0,0.220000
1,18.104829,-8.060789,-1.200561,0.000402,0,0.220000
1,18.244852,-7.744480,-1.200699,0.001438,0,0.220000
1,18.381677,-7.426680,-1.200989,0.001368,0,0.220000
1,18.468619,-7.089439,-1.198402,0.000909,0,0.220000
1,18.632122,-6.781538,-1.201148,0.000376,0,0.220000
1,18.742622,-6.453602,-1.200826,0.001620,0,0.220000
1,18.848267,-6.124173,-1.200563,0.001724,0,0.220000
1,18.953709,-5.794730,-1.200654,0.001863,0,0.220000
1,19.057554,-5.464666,-1.201007,0.000017,0,0.220000
1,7.999419,-2.143438,-0.501689,0.146489,1,0.550000
1,8.013687,-1.998037,-0.500320,0.147764,1,0.550000
1,7.999398,-1.846807,-0.497340,0.147876,1,0.550000
1,8.003613,-1.701220,-0.495680,0.148012,1,0.550000
1,7.985841,-1.552290,-0.492826,0.148919,1,0.550000
1,7.992327,-1.409263,-0.491634,0.159364,1,0.550000
1,7.981079,-1.264079,-0.489510,0.156854,1,0.550000
1,7.975159,-1.120836,-0.487873,0.156278,1,0.550000
1,7.977747,-0.979544,-0.486911,0.160580,1,0.550000
1,7.995547,-0.840366,-0.487028,0.162913,1,0.550000
1,7.968931,-0.697191,-0.484591,0.163119,1,0.550000
1,7.992947,-0.558921,-0.485385,0.167589,1,0.550000
1,8.056897,-0.422244,-0.488746,0.152390,1,0.550000
1,8.051161,-0.281153,-0.488026,0.159774,1,0.550000
1,8.018536,-0.139964,-0.485826,0.163726,1,0.550000
1,7.975285,0.000000,-0.483132,0.161907,1,0.550000
1,8.003233,0.139697,-0.484899,0.168986,1,0.550000
1,7.988033,0.278948,-0.484200,0.165505,1,0.550000
1,7.994869,0.418993,-0.484983,0.160393,1,0.550000
1,7.968809,0.557233,-0.483919,0.156636,1,0.550000
1,7.960210,0.696428,-0.484061,0.174044,1,0.550000
1,7.973494,0.838048,-0.485684,0.152754,1,0.550000
1,8.001934,0.982514,-0.488387,0.164294,1,0.550000
1,8.015574,1.126515,-0.490345,0.152174,1,0.550000
1,8.020662,1.270348,-0.491938,0.157018,1,0.550000
1,7.967194,1.404831,-0.490088,0.166001,1,0.550000
1,7.993268,1.553734,-0.493285,0.157977,1,0.550000
1,7.981298,1.696477,-0.494298,0.145972,1,0.550000
1,7.984462,1.843358,-0.496411,0.146178,1,0.550000
1,7.987754,1.991571,-0.498701,0.142190,1,0.550000
1,8.019365,2.148782,-0.502940,0.145417,1,0.550000
1,19.037668,5.458964,-1.199753,0.000000,0,0.220000
1,18.942366,5.791262,-1.199935,0.000000,0,0.220000
1,18.852887,6.125674,-1.200857,0.000179,0,0.220000
1,18.729531,6.449095,-1.199987,0.000444,0,0.220000
1,18.630565,6.780971,-1.201047,0.000940,0,0.220000
1,18.493255,7.098896,-1.200001,0.001249,0,0.220000
1,18.363269,7.419242,-1.199787,0.000923,0,0.220000
1,18.238740,7.741886,-1.200297,0.002166,0,0.220000
1,18.084561,8.051765,-1.199217,0.002007,0,0.220000
1,17.957266,8.373610,-1.200285,0.001134,0,0.220000
1,17.808517,8.685794,-1.200293,0.000711,0,0.220000
1,17.623371,8.979556,-1.198196,0.000749,0,0.220000
1,17.499157,9.304467,-1.200610,0.002152,0,0.220000
1,17.329130,9.605694,-1.200266,0.000459,0,0.220000
1,17.183946,9.921156,-1.202021,0.000810,0,0.220000
1,16.967422,10.195056,-1.199141,0.000000,0,0.220000
1,16.794420,10.494318,-1.199677,0.001294,0,0.220000
1,16.612059,10.787997,-1.199919,0.000000,0,0.220000
1,16.444177,11.091737,-1.201594,0.001238,0,0.220000
1,16.194302,11.339372,-1.197616,0.000000,0,0.220000
1,15.995634,11.621508,-1.197743,0.001544,0,0.220000
1,15.816221,11.918378,-1.199704,0.000846,0,0.220000
1,15.574166,12.167872,-1.197271,0.002179,0,0.220000
1,15.387365,12.460442,-1.199448,0.000000,0,0.220000
1,15.185551,12.742190,-1.200871,0.000783,0,0.220000
2,17.949734,-15.061615,-1.200667,0.000000,0,0.220000
2,18.212539,-14.748224,-1.200843,0.001637,0,0.220000
2,18.455201,-14.418783,-1.200066,0.000680,0,0.220000
2,18.677430,-14.074453,-1.198359,0.000000,0,0.220000
2,18.963348,-13.777679,-1.201091,0.000821,0,0.220000
2,19.174846,-13.426372,-1.199460,0.000109,0,0.220000
2,19.420496,-13.099290,-1.200341,0.000000,0,0.220000
2,19.645534,-12.757959,-1.200303,0.001520,0,0.220000
2,19.856389,-12.407649,-1.199771,0.000367,0,0.220000
2,20.099981,-12.077287,-1.201568,0.002022,0,0.220000
2,20.270858,-11.703386,-1.199389,0.000000,0,0.220000
2,20.467694,-11.345428,-1.199135,0.001320,0,0.220000
2,20.002659,-10.635602,-1.160837,0.007804,3,0.350000
2,20.011138,-10.196184,-1.150825,0.008096,3,0.350000
2,20.012204,-9.760604,-1.140915,0.008701,3,0.350000
2,19.985415,-9.319352,-1.129941,0.008898,3,0.350000
2,19.999838,-8.904502,-1.121798,0.009018,3,0.350000
2,20.011331,-8.494306,-1.113957,0.008491,3,0.350000
2,20.022531,-8.089628,-1.106551,0.008508,3,0.350000
2,20.008487,-7.680538,-1.098199,0.010297,3,0.350000
2,19.984292,-7.273687,-1.089736,0.009949,3,0.350000
2,20.000313,-6.886660,-1.083890,0.008617,3,0.350000
2,20.006041,-6.500357,-1.077887,0.009212,3,0.350000
2,19.987327,-6.110739,-1.070969,0.011347,3,0.350000
2,20.008581,-5.737368,-1.066579,0.011707,3,0.350000
2,8.014071,-2.147364,-0.425136,0.110747,1,0.550000
2,7.983895,-1.990609,-0.421628,0.105281,1,0.550000
2,8.001681,-1.847334,-0.420800,0.108676,1,0.550000
2,7.989891,-1.698304,-0.418557,0.107219,1,0.550000
2,8.001055,-1.555248,-0.417656,0.109115,1,0.550000
2,8.034527,-1.416704,-0.418049,0.113069,1,0.550000
2,8.003701,-1.267662,-0.415231,0.111775,1,0.550000
2,7.978590,-1.121318,-0.412850,0.114966,1,0.550000
2,8.000531,-0.982342,-0.413035,0.115998,1,0.550000
2,8.028786,-0.843859,-0.413670,0.115480,1,0.550000
2,7.995503,-0.699516,-0.411263,0.115842,1,0.550000
2,7.994669,-0.559042,-0.410656,0.124062,1,0.550000
2,7.989969,-0.418737,-0.409977,0.117861,1,0.550000
2,7.974041,-0.278460,-0.408848,0.117464,1,0.550000
2,8.039357,-0.140327,-0.412008,0.120107,1,0.550000
2,8.007665,0.000000,-0.410322,0.123950,1,0.550000
2,8.015090,0.139904,-0.410765,0.112063,1,0.550000
2,8.040328,0.280774,-0.412246,0.114695,1,0.550000
2,8.014107,0.420002,-0.411215,0.121606,1,0.550000
2,8.024451,0.561124,-0.412186,0.110991,1,0.550000
2,7.988760,0.698926,-0.410917,0.117696,1,0.550000
2,7.996048,0.840419,-0.411983,0.115366,1,0.550000
2,8.015725,0.984207,-0.413819,0.120202,1,0.550000
2,7.955382,1.118056,-0.411649,0.115082,1,0.550000
2,8.027795,1.271478,-0.416481,0.115386,1,0.550000
2,7.989223,1.408716,-0.415692,0.109802,1,0.550000
2,7.966593,1.548549,-0.415857,0.106126,1,0.550000
2,8.016469,1.703953,-0.419950,0.112700,1,0.550000
2,7.974615,1.841085,-0.419377,0.112717,1,0.550000
2,7.982305,1.990212,-0.421544,0.110951,1,0.550000
2,8.056902,2.158840,-0.427408,0.106149,1,0.550000
2,20.012646,5.738534,-1.066796,0.009921,3,0.350000
2,7.951733,2.431089,-0.426073,0.151800,2,0.850000
2,8.017084,2.604908,-0.431945,0.152248,2,0.850000
2,8.009986,2.758059,-0.434090,0.148958,2,0.850000
2,7.995311,2.910055,-0.435981,0.149292,2,0.850000
2,19.994141,7.675032,-1.097411,0.010808,3,0.350000
2,19.980966,8.072834,-1.104254,0.009422,3,0.350000
2,20.019231,8.497659,-1.114397,0.010065,3,0.350000
2,19.980521,8.895901,-1.120715,0.010619,3,0.350000
2,20.017116,9.334134,-1.131734,0.008423,3,0.350000
2,20.022952,9.765846,-1.141527,0.008423,3,0.350000
2,20.007365,10.194261,-1.150608,0.009277,3,0.350000
2,20.000376,10.634388,-1.160705,0.008246,3,0.350000
2,20.484374,11.354674,-1.200112,0.001281,0,0.220000
2,20.308470,11.725101,-1.201614,0.000000,0,0.220000
2,20.084791,12.068160,-1.200660,0.000266,0,0.220000
2,19.894052,12.431183,-1.202046,0.000000,0,0.220000
2,19.642915,12.756258,-1.200143,0.000000,0,0.220000
2,19.422610,13.100716,-1.200471,0.000918,0,0.220000
2,19.145728,13.405983,-1.197639,0.000645,0,0.220000
2,18.935115,13.757166,-1.199303,0.001938,0,0.220000
2,18.716441,14.103850,-1.200862,0.000987,0,0.220000
2,18.486332,14.443106,-1.202090,0.001605,0,0.220000
2,18.192744,14.732194,-1.199538,0.000346,0,0.220000
2,17.948361,15.060463,-1.200575,0.000413,0,0.220000
3,21.945572,-18.414521,-1.200703,0.000465,0,0.220000
3,22.260268,-18.026009,-1.200523,0.001119,0,0.220000
3,22.574696,-17.637286,-1.200694,0.001341,0,0.220000
3,22.858081,-17.224799,-1.199593,0.000000,0,0.220000
3,23.189564,-16.848205,-1.201372,0.000660,0,0.220000
3,23.451056,-16.420606,-1.199888,0.000089,0,0.220000
3,23.724202,-16.002176,-1.199389,0.000794,0,0.220000
3,24.013335,-15.594442,-1.200062,0.000000,0,0.220000
3,24.291129,-15.178782,-1.200521,0.000000,0,0.220000
3,24.555659,-14.754528,-1.200684,0.000000,0,0.220000
3,24.788215,-14.311482,-1.199658,0.000773,0,0.220000
3,25.028908,-13.873750,-1.199404,0.000487,0,0.220000
3,20.023939,-10.646917,-0.950511,0.014099,3,0.350000
3,20.004998,-10.193055,-0.941023,0.012123,3,0.350000
3,19.966394,-9.738261,-0.931070,0.014185,3,0.350000
3,19.979839,-9.316752,-0.923972,0.014460,3,0.350000
3,20.024150,-8.915326,-0.918685,0.014694,3,0.350000
3,19.988363,-8.484557,-0.910110,0.015967,3,0.350000
3,19.989603,-8.076324,-0.903610,0.015769,3,0.350000
3,20.011957,-7.681871,-0.898422,0.016688,3,0.350000
3,20.012219,-7.283852,-0.892590,0.014979,3,0.350000
3,19.984287,-6.881142,-0.885852,0.017393,3,0.350000
3,20.003539,-6.499544,-0.881542,0.017224,3,0.350000
3,19.995094,-6.113114,-0.876334,0.017829,3,0.350000
3,20.000194,-5.734963,-0.872038,0.017718,3,0.350000
3,7.989875,-2.140880,-0.346688,0.163648,1,0.550000
3,8.012040,-1.997626,-0.346084,0.162065,1,0.550000
3,8.014893,-1.850384,-0.344760,0.171820,1,0.550000
3,8.005573,-1.701637,-0.343029,0.185917,1,0.550000
3,8.004453,-1.555908,-0.341765,0.172512,1,0.550000
3,8.011630,-1.412667,-0.340967,0.175733,1,0.550000
3,8.003918,-1.267696,-0.339645,0.171176,1,0.550000
3,7.985835,-1.122336,-0.337995,0.183426,1,0.550000
3,8.008426,-0.983311,-0.338173,0.174769,1,0.550000
3,7.966171,-0.837278,-0.335721,0.176538,1,0.550000
3,8.005490,-0.700390,-0.336811,0.184470,1,0.550000
3,8.017448,-0.560635,-0.336851,0.182348,1,0.550000
3,7.998567,-0.419187,-0.335699,0.188787,1,0.550000
3,8.018696,-0.280019,-0.336288,0.182287,1,0.550000
3,8.037082,-0.140288,-0.336905,0.187032,1,0.550000
3,8.007521,0.000000,-0.335615,0.182863,1,0.550000
3,7.976341,0.139228,-0.334359,0.180560,1,0.550000
3,7.961154,0.278010,-0.333875,0.186976,1,0.550000
3,8.005170,0.419533,-0.335976,0.180931,1,0.550000
3,8.021891,0.560945,-0.337038,0.177603,1,0.550000
3,7.992021,0.699211,-0.336244,0.174311,1,0.550000
3,8.020290,0.842966,-0.338001,0.182215,1,0.550000
3,7.977379,0.979499,-0.336862,0.185761,1,0.550000
3,8.031668,1.128777,-0.339935,0.173747,1,0.550000
3,8.016545,1.269696,-0.340181,0.180571,1,0.550000
3,7.967592,1.404901,-0.339093,0.182798,1,0.550000
3,7.968142,1.548850,-0.340215,0.174638,1,0.550000
3,8.015698,1.703789,-0.343463,0.164000,1,0.550000
3,7.996463,1.846129,-0.343967,0.174040,1,0.550000
3,8.010318,1.997197,-0.346010,0.156732,1,0.550000
3,7.980823,2.138455,-0.346295,0.166956,1,0.550000
3,20.014180,5.738974,-0.872648,0.017841,3,0.350000
3,7.998851,2.445494,-0.350569,0.254922,2,0.850000
3,7.995944,2.598040,-0.352376,0.239390,2,0.850000
3,7.993369,2.752338,-0.354326,0.246137,2,0.850000
3,7.996384,2.910446,-0.356657,0.235720,2,0.850000
3,20.005248,7.679295,-0.898121,0.015552,3,0.350000
3,20.000682,8.080800,-0.904111,0.015668,3,0.350000
3,19.996460,8.487993,-0.910479,0.014894,3,0.350000
3,20.016672,8.911996,-0.918342,0.014030,3,0.350000
3,19.974013,9.314035,-0.923703,0.013558,3,0.350000
3,19.995261,9.752340,-0.932416,0.013729,3,0.350000
3,20.001975,10.191515,-0.940881,0.013826,3,0.350000
3,20.021628,10.645689,-0.950402,0.011018,3,0.350000
3,25.050835,13.885904,-1.200454,0.000000,0,0.220000
3,24.785860,14.310123,-1.199544,0.000860,0,0.220000
3,24.533417,14.741164,-1.199596,0.001825,0,0.220000
3,24.262664,15.160995,-1.199115,0.000000,0,0.220000
3,24.028811,15.604492,-1.200836,0.000712,0,0.220000
3,23.770992,16.033737,-1.201755,0.000351,0,0.220000
3,23.471680,16.435047,-1.200943,0.000000,0,0.220000
3,23.173819,16.836765,-1.200557,0.000485,0,0.220000
3,22.841311,17.212163,-1.198713,0.000244,0,0.220000
3,22.564261,17.629133,-1.200139,0.001566,0,0.220000
3,22.263653,18.028750,-1.200706,0.000841,0,0.220000
3,21.917922,18.391320,-1.199190,0.000000,0,0.220000
4,28.211154,-23.671969,-1.200231,0.000894,0,0.220000
4,28.619621,-23.175712,-1.200215,0.000000,0,0.220000
4,29.013317,-22.667688,-1.199950,0.001110,0,0.220000
4,29.393241,-22.149396,-1.199490,0.000000,0,0.220000
4,29.813821,-21.661009,-1.201041,0.000000,0,0.220000
4,30.167895,-21.123788,-1.200268,0.000039,0,0.220000
4,30.530353,-20.592983,-1.200205,0.000352,0,0.220000
4,30.899077,-20.066096,-1.200748,0.000332,0,0.220000
4,31.210699,-19.502610,-1.199446,0.000000,0,0.220000
4,31.551751,-18.958205,-1.199653,0.000000,0,0.220000
4,31.869354,-18.399780,-1.199335,0.000000,0,0.220000
4,32.235264,-17.868298,-1.201185,0.000217,0,0.220000
4,19.994146,-10.631076,-0.738016,0.006013,3,0.350000
4,19.964064,-10.172199,-0.730240,0.005773,3,0.350000
4,19.982546,-9.746139,-0.724584,0.007377,3,0.350000
4,19.963278,-9.309029,-0.717883,0.005521,3,0.350000
4,19.992483,-8.901227,-0.713238,0.008457,3,0.350000
4,20.046797,-8.509360,-0.709769,0.007440,3,0.350000
4,20.004512,-8.082347,-0.703169,0.008688,3,0.350000
4,19.959745,-7.661828,-0.696789,0.008149,3,0.350000
4,19.968683,-7.268006,-0.692566,0.008279,3,0.350000
4,19.965128,-6.874545,-0.688177,0.008817,3,0.350000
4,20.037403,-6.510547,-0.686646,0.007787,3,0.350000
4,19.983824,-6.109668,-0.681052,0.008761,3,0.350000
4,20.013462,-5.738768,-0.678545,0.009157,3,0.350000
4,7.992603,-2.141611,-0.269676,0.087508,1,0.550000
4,8.021351,-1.999947,-0.269427,0.087102,1,0.550000
4,8.045697,-1.857496,-0.269115,0.086678,1,0.550000
4,7.950921,-1.690020,-0.264918,0.089442,1,0.550000
4,8.004260,-1.555871,-0.265749,0.089694,1,0.550000
4,7.990638,-1.408965,-0.264440,0.089174,1,0.550000
4,8.008142,-1.268365,-0.264247,0.089861,1,0.550000
4,8.021494,-1.127347,-0.263998,0.094387,1,0.550000
4,8.005625,-0.982967,-0.262871,0.095174,1,0.550000
4,7.946013,-0.835160,-0.260395,0.096197,1,0.550000
4,7.997038,-0.699650,-0.261627,0.093262,1,0.550000
4,8.010317,-0.560136,-0.261702,0.094758,1,0.550000
4,7.966848,-0.417525,-0.260004,0.094648,1,0.550000
4,8.013063,-0.279822,-0.261313,0.098567,1,0.550000
4,8.006522,-0.139754,-0.260980,0.096500,1,0.550000
4,8.003417,0.000000,-0.260839,0.100910,1,0.550000
4,7.964677,0.139024,-0.259616,0.100918,1,0.550000
4,8.004575,0.279526,-0.261036,0.096057,1,0.550000
4,8.006069,0.419580,-0.261284,0.096831,1,0.550000
4,7.986226,0.558451,-0.260915,0.094117,1,0.550000
4,7.996143,0.699572,-0.261598,0.105738,1,0.550000
4,8.004316,0.841288,-0.262306,0.097393,1,0.550000
4,7.994767,0.981634,-0.262514,0.097964,1,0.550000
4,8.016838,1.126693,-0.263845,0.090112,1,0.550000
4,8.037521,1.273018,-0.265216,0.090366,1,0.550000
4,8.003477,1.411229,-0.264865,0.097373,1,0.550000
4,8.008233,1.556643,-0.265881,0.095396,1,0.550000
4,7.961542,1.692278,-0.265272,0.093372,1,0.550000
4,7.998859,1.846682,-0.267548,0.088312,1,0.550000
4,8.015766,1.998555,-0.269239,0.084292,1,0.550000
4,8.009563,2.146156,-0.270248,0.089868,1,0.550000
4,20.001750,5.735409,-0.678148,0.007657,3,0.350000
4,7.980096,2.439760,-0.271963,0.132245,2,0.850000
4,7.995598,2.597927,-0.273995,0.128446,2,0.850000
4,8.000750,2.754879,-0.275777,0.124178,2,0.850000
4,7.991066,2.908510,-0.277151,0.123164,2,0.850000
4,20.004817,7.679130,-0.698362,0.008717,3,0.350000
4,20.021048,8.089028,-0.703751,0.009669,3,0.350000
4,19.995926,8.487767,-0.707967,0.009124,3,0.350000
4,20.003499,8.906131,-0.713631,0.007769,3,0.350000
4,20.004242,9.328131,-0.719357,0.006998,3,0.350000
4,20.002765,9.756000,-0.725317,0.007947,3,0.350000
4,20.004279,10.192689,-0.731711,0.006507,3,0.350000
4,20.009064,10.639008,-0.738567,0.008005,3,0.350000
4,32.222213,17.861064,-1.200698,0.001358,0,0.220000
4,31.920294,18.429190,-1.201252,0.000049,0,0.220000
4,31.555923,18.960711,-1.199812,0.000088,0,0.220000
4,31.209174,19.501657,-1.199388,0.000000,0,0.220000
4,30.862766,20.042515,-1.199337,0.000469,0,0.220000
4,30.534491,20.595774,-1.200368,0.000000,0,0.220000
4,30.151132,21.112050,-1.199601,0.000000,0,0.220000
4,29.742092,21.608895,-1.198151,0.000000,0,0.220000
4,29.390923,22.147649,-1.199396,0.001593,0,0.220000
4,29.014719,22.668783,-1.200008,0.000495,0,0.220000
4,28.628434,23.182849,-1.200585,0.000149,0,0.220000
4,28.218766,23.678357,-1.200555,0.000994,0,0.220000
5,19.985568,-10.626515,-0.526837,0.008934,3,0.350000
5,19.999399,-10.190203,-0.522433,0.011176,3,0.350000
5,19.982581,-9.746156,-0.517471,0.009816,3,0.350000
5,19.994589,-9.323630,-0.513489,0.009985,3,0.350000
5,19.984691,-8.897758,-0.509169,0.010067,3,0.350000
5,19.989220,-8.484920,-0.505434,0.012495,3,0.350000
5,20.027426,-8.091605,-0.502752,0.011822,3,0.350000
5,20.013661,-7.682525,-0.498964,0.012547,3,0.350000
5,20.010417,-7.283196,-0.495638,0.012212,3,0.350000
5,19.957437,-6.871897,-0.491280,0.013081,3,0.350000
5,20.007240,-6.500746,-0.489638,0.012498,3,0.350000
5,20.033359,-6.124812,-0.487587,0.012706,3,0.350000
5,19.997077,-5.734070,-0.484194,0.013044,3,0.350000
5,8.000810,-2.143811,-0.192790,0.132897,1,0.550000
5,8.009746,-1.997054,-0.192136,0.126951,1,0.550000
5,7.992339,-1.845177,-0.190917,0.129909,1,0.550000
5,8.010918,-1.702773,-0.190622,0.138406,1,0.550000
5,8.006007,-1.556210,-0.189830,0.134789,1,0.550000
5,8.004676,-1.411440,-0.189185,0.140966,1,0.550000
5,8.021756,-1.270521,-0.189036,0.136906,1,0.550000
5,8.020814,-1.127252,-0.188521,0.141936,1,0.550000
5,8.008151,-0.983277,-0.187792,0.139924,1,0.550000
5,7.984319,-0.839186,-0.186861,0.149567,1,0.550000
