# SYNTHETIC data - generated by scripts/make_synthetic.py for project 02.14
# regenerate: python make_synthetic.py --seed 42
# scene: static WALL/POLE + dynamic CROSSING_CAR/ONCOMING_CAR/RECEDING_CAR/STOPPED_CAR;
#        see this script's module docstring for the full scene description
# num_scans_window=5
# num_beams=16
# azimuth_bins=360
# max_range_m=30.0
# range_noise_sigma_m=0.02
# seed=42
# cohort ids: 0=WALL 1=POLE 2=CROSSING_CAR(dyn) 3=ONCOMING_CAR(dyn) 4=RECEDING_CAR(dyn) 5=STOPPED_CAR(dyn) -1=NONE(miss)
# columns: scan_id,ring,az_bin,range_m,cohort,truth_dynamic,disocclusion_band
0,1,124,18.29591359,0,0,0
0,1,125,18.55282956,0,0,0
0,1,126,18.79352917,0,0,0
0,1,127,19.02406395,0,0,0
0,1,128,19.26317620,0,0,0
0,1,129,19.51964527,0,0,0
0,1,130,19.81761996,0,0,0
0,1,329,6.60334025,4,1,0
0,1,330,6.53983825,4,1,0
0,1,331,6.47707704,4,1,0
0,1,332,6.41080368,4,1,0
0,1,333,6.33196096,4,1,0
0,1,334,6.30584372,4,1,0
0,1,335,6.24732504,4,1,0
0,1,336,6.21669184,4,1,0
0,1,337,6.17509540,4,1,0
0,1,338,6.12614531,4,1,0
0,1,339,6.07405159,4,1,0
0,1,340,6.00512936,4,1,0
0,1,341,6.02712952,4,1,0
0,1,342,6.09917592,4,1,0
0,1,343,6.45024439,4,1,0
0,2,40,23.45676108,0,0,0
0,2,41,22.97601830,0,0,0
0,2,42,22.52040200,0,0,0
0,2,43,22.12539827,0,0,0
0,2,44,21.68262354,0,0,0
0,2,45,21.29424869,0,0,0
0,2,46,20.95318592,0,0,0
0,2,47,20.62080269,0,0,0
0,2,48,20.29088926,0,0,0
0,2,49,19.96656701,0,0,0
0,2,50,19.66716913,0,0,0
0,2,51,19.36217722,0,0,0
0,2,52,19.15356078,0,0,0
0,2,53,18.86772263,0,0,0
0,2,54,18.65309851,0,0,0
0,2,55,18.39199763,0,0,0
0,2,56,18.15394416,0,0,0
0,2,57,17.99631044,0,0,0
0,2,58,17.79965389,0,0,0
0,2,59,17.61326429,0,0,0
0,2,60,17.38816682,0,0,0
0,2,61,10.43601153,1,0,0
0,2,62,17.07855603,0,0,0
0,2,63,16.94805784,0,0,0
0,2,64,16.77846637,0,0,0
0,2,65,16.64711007,0,0,0
0,2,66,16.51608440,0,0,0
0,2,67,16.37854081,0,0,0
0,2,68,16.27466550,0,0,0
0,2,69,16.18066295,0,0,0
0,2,70,16.04716857,0,0,0
0,2,71,15.98328848,0,0,0
0,2,72,15.84208008,0,0,0
0,2,73,15.77158775,0,0,0
0,2,74,15.66200801,0,0,0
0,2,75,15.54822294,0,0,0
0,2,76,15.55757492,0,0,0
0,2,77,15.45794037,0,0,0
0,2,78,15.39348627,0,0,0
0,2,79,15.38495418,0,0,0
0,2,80,15.29812654,0,0,0
0,2,81,15.24388499,0,0,0
0,2,82,15.19211438,0,0,0
0,2,83,15.14455200,0,0,0
0,2,84,15.15182699,0,0,0
0,2,85,15.14213289,0,0,0
0,2,86,15.13042429,0,0,0
0,2,87,15.07796688,0,0,0
0,2,88,15.08996120,0,0,0
0,2,89,15.05132440,0,0,0
0,2,90,15.06689774,0,0,0
0,2,91,15.11461801,0,0,0
0,2,92,15.08576322,0,0,0
0,2,93,15.07334350,0,0,0
0,2,94,15.10002679,0,0,0
0,2,95,15.15167808,0,0,0
0,2,96,15.15746837,0,0,0
0,2,97,15.17070707,0,0,0
0,2,98,15.22202887,0,0,0
0,2,99,15.23505422,0,0,0
0,2,100,15.32844454,0,0,0
0,2,101,15.34012323,0,0,0
0,2,102,15.41417837,0,0,0
0,2,103,15.46918666,0,0,0
0,2,104,15.55917883,0,0,0
0,2,105,15.65006268,0,0,0
0,2,106,15.65942049,0,0,0
0,2,107,15.75448950,0,0,0
0,2,108,15.87735388,0,0,0
0,2,109,15.92766393,0,0,0
0,2,110,16.02131220,0,0,0
0,2,111,16.18413106,0,0,0
0,2,112,16.24278155,0,0,0
0,2,113,16.34813304,0,0,0
0,2,114,16.50891486,0,0,0
0,2,115,16.63245851,0,0,0
0,2,116,16.77259495,0,0,0
0,2,117,16.92231010,0,0,0
0,2,118,17.06718701,0,0,0
0,2,119,17.25032146,0,0,0
0,2,120,17.44298299,0,0,0
0,2,121,17.57582775,0,0,0
0,2,122,17.78622896,0,0,0
0,2,123,17.95214067,0,0,0
0,2,124,18.18063984,0,0,0
0,2,125,18.41422667,0,0,0
0,2,126,18.64362069,0,0,0
0,2,127,18.87497086,0,0,0
0,2,128,19.11993618,0,0,0
0,2,129,19.39135843,0,0,0
0,2,130,19.64281216,0,0,0
0,2,131,20.02081637,0,0,0
0,2,132,20.28228763,0,0,0
0,2,133,20.59767544,0,0,0
0,2,134,20.95165954,0,0,0
0,2,135,21.32073451,0,0,0
0,2,136,21.71984754,0,0,0
0,2,137,22.12733459,0,0,0
0,2,138,22.52646350,0,0,0
0,2,139,22.95678259,0,0,0
0,2,140,23.48275620,0,0,0
0,2,327,6.68641269,4,1,0
0,2,328,6.60622939,4,1,0
0,2,329,6.56665699,4,1,0
0,2,330,6.53432424,4,1,0
0,2,331,6.39551469,4,1,0
0,2,332,6.31740745,4,1,0
0,2,333,6.29524514,4,1,0
0,2,334,6.22779701,4,1,0
0,2,335,6.19485140,4,1,0
0,2,336,6.15388403,4,1,0
0,2,337,6.09700363,4,1,0
0,2,338,6.08138104,4,1,0
0,2,339,6.02109443,4,1,0
0,2,340,5.99222374,4,1,0
0,2,341,5.95283956,4,1,0
0,2,342,6.08483499,4,1,0
0,2,343,6.38840921,4,1,0
0,2,344,6.79243019,4,1,0
0,2,345,7.23007240,4,1,0
0,2,346,7.74942946,4,1,0
0,3,37,24.89345671,0,0,0
0,3,38,24.31973712,0,0,0
0,3,39,23.80755023,0,0,0
0,3,40,23.29174815,0,0,0
0,3,41,22.86456653,0,0,0
0,3,42,22.39645969,0,0,0
0,3,43,21.96106222,0,0,0
0,3,44,21.57992367,0,0,0
0,3,45,21.16251096,0,0,0
0,3,46,20.82761078,0,0,0
0,3,47,20.51108739,0,0,0
0,3,48,20.18993862,0,0,0
0,3,49,19.87371870,0,0,0
0,3,50,19.52599149,0,0,0
0,3,51,19.33100139,0,0,0
0,3,52,19.02748791,0,0,0
0,3,53,18.74584598,0,0,0
0,3,54,18.52059330,0,0,0
0,3,55,18.27894745,0,0,0
0,3,56,18.08918837,0,0,0
0,3,57,17.87922822,0,0,0
0,3,58,17.68804266,0,0,0
0,3,59,17.51750497,0,0,0
0,3,60,17.32123344,0,0,0
0,3,61,10.38870383,1,0,0
0,3,62,16.95431692,0,0,0
0,3,63,16.81243948,0,0,0
0,3,64,16.68373178,0,0,0
0,3,65,16.50317775,0,0,0
0,3,66,16.40076079,0,0,0
0,3,67,16.29253113,0,0,0
0,3,68,16.14461727,0,0,0
0,3,69,16.04121908,0,0,0
0,3,70,15.90512182,0,0,0
0,3,71,15.85837877,0,0,0
0,3,72,15.77439930,0,0,0
0,3,73,15.63602562,0,0,0
0,3,74,15.59854844,0,0,0
0,3,75,15.51278218,0,0,0
0,3,76,15.43295483,0,0,0
0,3,77,15.38212860,0,0,0
0,3,78,15.31602002,0,0,0
0,3,79,15.23623670,0,0,0
0,3,80,15.19118635,0,0,0
0,3,81,15.19681872,0,0,0
0,3,82,15.12011606,0,0,0
0,3,83,15.08677334,0,0,0
0,3,84,15.07141986,0,0,0
0,3,85,15.02482592,0,0,0
0,3,86,15.05933808,0,0,0
0,3,87,15.03481989,0,0,0
0,3,88,15.00021250,0,0,0
0,3,89,14.96184024,0,0,0
0,3,90,14.97426728,0,0,0
0,3,91,14.96215135,0,0,0
0,3,92,15.00317734,0,0,0
0,3,93,14.99316693,0,0,0
0,3,94,15.01093573,0,0,0
0,3,95,15.05140188,0,0,0
0,3,96,15.04312578,0,0,0
0,3,97,15.09737770,0,0,0
0,3,98,15.06304013,0,0,0
0,3,99,15.17655742,0,0,0
0,3,100,15.16580697,0,0,0
0,3,101,15.27968457,0,0,0
0,3,102,15.31878679,0,0,0
0,3,103,15.37395701,0,0,0
0,3,104,15.42015085,0,0,0
0,3,105,15.50075677,0,0,0
0,3,106,15.59904040,0,0,0
0,3,107,15.68594214,0,0,0
0,3,108,15.79519457,0,0,0
0,3,109,15.80043374,0,0,0
0,3,110,15.94850358,0,0,0
0,3,111,16.04856816,0,0,0
0,3,112,16.15791994,0,0,0
0,3,113,16.25739056,0,0,0
0,3,114,16.40700924,0,0,0
0,3,115,16.52967353,0,0,0
0,3,116,16.66191587,0,0,0
0,3,117,16.86991963,0,0,0
0,3,118,16.99078377,0,0,0
0,3,119,17.11186308,0,0,0
0,3,120,17.29778092,0,0,0
0,3,121,17.47437904,0,0,0
0,3,122,17.68114565,0,0,0
0,3,123,17.91718504,0,0,0
0,3,124,18.06992693,0,0,0
0,3,125,18.26416551,0,0,0
0,3,126,18.53177386,0,0,0
0,3,127,18.77201603,0,0,0
0,3,128,19.01358195,0,0,0
0,3,129,19.27959810,0,0,0
0,3,130,19.51781034,0,0,0
0,3,131,19.85056634,0,0,0
0,3,132,20.17994220,0,0,0
0,3,133,20.43484195,0,0,0
0,3,134,20.84742198,0,0,0
0,3,135,21.20668923,0,0,0
0,3,136,21.58334113,0,0,0
0,3,137,21.97260806,0,0,0
0,3,138,22.40343539,0,0,0
0,3,139,22.87163508,0,0,0
0,3,140,23.26951333,0,0,0
0,3,141,23.83123334,0,0,0
0,3,142,24.34803847,0,0,0
0,3,143,24.87382386,0,0,0
0,3,327,6.67487713,4,1,0
0,3,328,6.63069678,4,1,0
0,3,329,6.50318331,4,1,0
0,3,330,6.45400192,4,1,0
0,3,331,6.35966041,4,1,0
0,3,332,6.32404956,4,1,0
0,3,333,6.30927341,4,1,0
0,3,334,6.21278030,4,1,0
0,3,335,6.13445023,4,1,0
0,3,336,6.09384569,4,1,0
0,3,337,6.07897457,4,1,0
0,3,338,6.01363177,4,1,0
0,3,339,5.98709724,4,1,0
0,3,340,5.92378687,4,1,0
0,3,341,5.88223726,4,1,0
0,3,342,5.99059817,4,1,0
0,3,343,6.35342219,4,1,0
0,3,344,6.71946932,4,1,0
0,3,345,7.18452417,4,1,0
0,3,346,7.68215167,4,1,0
0,3,347,8.20751850,4,1,0
0,3,348,8.92618032,4,1,0
0,4,37,24.80359159,0,0,0
0,4,38,24.24058178,0,0,0
0,4,39,23.69558681,0,0,0
0,4,40,23.17638493,0,0,0
0,4,41,22.73476410,0,0,0
0,4,42,22.28463926,0,0,0
0,4,43,21.85377539,0,0,0
0,4,44,21.46450962,0,0,0
0,4,45,21.04189003,0,0,0
0,4,46,20.72192308,0,0,0
0,4,47,20.35531180,0,0,0
0,4,48,20.08623116,0,0,0
0,4,49,19.79155407,0,0,0
0,4,50,19.49767193,0,0,0
0,4,51,19.17992321,0,0,0
0,4,52,18.92893868,0,0,0
0,4,53,18.70692720,0,0,0
0,4,54,18.44643234,0,0,0
0,4,55,18.24511714,0,0,0
0,4,56,17.97786038,0,0,0
0,4,57,17.75001997,0,0,0
0,4,58,17.57735913,0,0,0
0,4,59,17.37903293,0,0,0
0,4,60,17.22564421,0,0,0
0,4,61,10.33148123,1,0,0
0,4,62,16.89820457,0,0,0
0,4,63,16.71110406,0,0,0
0,4,64,16.59360625,0,0,0
0,4,65,16.46037197,0,0,0
0,4,66,16.33912719,0,0,0
0,4,67,16.18672607,0,0,0
0,4,68,16.07949507,0,0,0
0,4,69,16.01411147,0,0,0
0,4,70,15.87952588,0,0,0
0,4,71,15.73986287,0,0,0
0,4,72,15.64831491,0,0,0
0,4,73,15.59887771,0,0,0
0,4,74,15.47881938,0,0,0
0,4,75,15.44264364,0,0,0
0,4,76,15.36942260,0,0,0
0,4,77,15.31329615,0,0,0
0,4,78,15.22354086,0,0,0
0,4,79,15.21239655,0,0,0
0,4,80,15.15184729,0,0,0
0,4,81,15.11037077,0,0,0
0,4,82,15.03824145,0,0,0
0,4,83,14.99768260,0,0,0
0,4,84,15.00080982,0,0,0
0,4,85,14.97949996,0,0,0
0,4,86,14.92630955,0,0,0
0,4,87,14.93783393,0,0,0
0,4,88,14.90996319,0,0,0
0,4,89,14.91527248,0,0,0
0,4,90,14.93177312,0,0,0
0,4,91,14.91664102,0,0,0
0,4,92,14.92276483,0,0,0
0,4,93,14.92596190,0,0,0
0,4,94,14.95279199,0,0,0
0,4,95,14.91294905,0,0,0
0,4,96,14.97987273,0,0,0
0,4,97,14.98830999,0,0,0
0,4,98,15.04552990,0,0,0
0,4,99,15.10783813,0,0,0
0,4,100,15.15275549,0,0,0
0,4,101,15.19509807,0,0,0
0,4,102,15.22387611,0,0,0
0,4,103,15.29640386,0,0,0
0,4,104,15.36832565,0,0,0
0,4,105,15.41234354,0,0,0
0,4,106,15.50537142,0,0,0
0,4,107,15.56676706,0,0,0
0,4,108,15.66052939,0,0,0
0,4,109,15.78442239,0,0,0
0,4,110,15.86947022,0,0,0
0,4,111,15.96927896,0,0,0
0,4,112,16.11695544,0,0,0
0,4,113,16.22883650,0,0,0
0,4,114,16.35424774,0,0,0
0,4,115,16.43484043,0,0,0
0,4,116,16.58971917,0,0,0
0,4,117,16.74282665,0,0,0
0,4,118,16.90833858,0,0,0
0,4,119,17.03044336,0,0,0
0,4,120,12.09898047,2,1,0
0,4,121,11.88005695,2,1,0
0,4,122,11.97585642,2,1,0
0,4,123,12.12185172,2,1,0
0,4,124,12.30873898,2,1,0
0,4,125,18.18859788,0,0,0
0,4,126,18.44904622,0,0,0
0,4,127,18.65227914,0,0,0
0,4,128,18.93431020,0,0,0
0,4,129,19.18774999,0,0,0
0,4,130,19.45265336,0,0,0
0,4,131,19.76719101,0,0,0
0,4,132,20.06022443,0,0,0
0,4,133,20.36684232,0,0,0
0,4,134,20.72768111,0,0,0
0,4,135,21.08063964,0,0,0
0,4,136,21.50519356,0,0,0
0,4,137,21.87138361,0,0,0
0,4,138,22.22527418,0,0,0
0,4,139,22.71964616,0,0,0
0,4,140,23.16681858,0,0,0
0,4,141,23.69603210,0,0,0
0,4,142,24.20723538,0,0,0
0,4,143,24.79783784,0,0,0
0,4,327,6.67171668,4,1,0
0,4,328,6.55433357,4,1,0
0,4,329,6.46828751,4,1,0
0,4,330,6.42934430,4,1,0
0,4,331,6.35019353,4,1,0
0,4,332,6.25345407,4,1,0
0,4,333,6.26901023,4,1,0
0,4,334,6.17935546,4,1,0
0,4,335,6.12196796,4,1,0
0,4,336,6.05871247,4,1,0
0,4,337,6.04154192,4,1,0
0,4,338,5.96446100,4,1,0
0,4,339,5.96853568,4,1,0
0,4,340,5.88884368,4,1,0
0,4,341,5.86610879,4,1,0
0,4,342,5.99611528,4,1,0
0,4,343,6.33353788,4,1,0
0,4,344,6.68649405,4,1,0
0,4,345,7.15055739,4,1,0
0,4,346,7.59724840,4,1,0
0,4,347,8.19884034,4,1,0
0,4,348,8.89266012,4,1,0
0,4,349,9.71342156,4,1,0
0,5,37,24.67781365,0,0,0
0,5,38,24.14900756,0,0,0
0,5,39,23.61413616,0,0,0
0,5,40,23.12566069,0,0,0
0,5,41,22.64864434,0,0,0
0,5,42,22.19816618,0,0,0
0,5,43,21.73754802,0,0,0
0,5,44,21.40766422,0,0,0
0,5,45,20.98105350,0,0,0
0,5,46,20.65982863,0,0,0
0,5,47,20.29075402,0,0,0
0,5,48,20.03381097,0,0,0
0,5,49,19.64290594,0,0,0
0,5,50,19.37898205,0,0,0
0,5,51,19.14642000,0,0,0
0,5,52,18.83525553,0,0,0
0,5,53,18.61911906,0,0,0
0,5,54,18.39920514,0,0,0
0,5,55,18.16383357,0,0,0
0,5,56,17.92628356,0,0,0
0,5,57,17.74745259,0,0,0
0,5,58,17.54346919,0,0,0
0,5,59,17.31540780,0,0,0
0,5,60,17.17124745,0,0,0
0,5,61,10.27991365,1,0,0
0,5,62,16.83738454,0,0,0
0,5,63,16.67745448,0,0,0
0,5,64,16.53897132,0,0,0
0,5,65,16.37262271,0,0,0
0,5,66,16.28067439,0,0,0
0,5,67,16.14945314,0,0,0
0,5,68,16.01397107,0,0,0
0,5,69,15.90771725,0,0,0
0,5,70,15.80393837,0,0,0
0,5,71,15.75013315,0,0,0
0,5,72,15.61494541,0,0,0
0,5,73,15.54731537,0,0,0
0,5,74,15.42764411,0,0,0
0,5,75,15.38528255,0,0,0
0,5,76,15.33218965,0,0,0
0,5,77,15.21663585,0,0,0
0,5,78,15.16090880,0,0,0
0,5,79,15.15667133,0,0,0
0,5,80,15.07807477,0,0,0
0,5,81,15.06800602,0,0,0
0,5,82,15.03781069,0,0,0
0,5,83,14.95580723,0,0,0
0,5,84,14.90857244,0,0,0
0,5,85,14.88344602,0,0,0
0,5,86,14.91087579,0,0,0
0,5,87,14.87197866,0,0,0
0,5,88,14.88119946,0,0,0
0,5,89,14.87248101,0,0,0
0,5,90,14.83332506,0,0,0
0,5,91,14.83589081,0,0,0
0,5,92,14.84806675,0,0,0
0,5,93,14.90484343,0,0,0
0,5,94,14.90037637,0,0,0
0,5,95,14.88541197,0,0,0
0,5,96,14.90567021,0,0,0
0,5,97,14.99102557,0,0,0
0,5,98,15.03088820,0,0,0
0,5,99,15.02112195,0,0,0
0,5,100,15.09359210,0,0,0
0,5,101,15.15483388,0,0,0
0,5,102,15.21449875,0,0,0
0,5,103,15.27737468,0,0,0
0,5,104,15.32791332,0,0,0
0,5,105,15.39452389,0,0,0
0,5,106,15.47395940,0,0,0
0,5,107,15.51341387,0,0,0
0,5,108,15.59582721,0,0,0
0,5,109,15.74086826,0,0,0
0,5,110,15.80626267,0,0,0
0,5,111,15.90664344,0,0,0
0,5,112,16.00126077,0,0,0
0,5,113,16.10298077,0,0,0
0,5,114,16.26228747,0,0,0
0,5,115,16.39421447,0,0,0
0,5,116,16.49195839,0,0,0
0,5,117,13.25804287,2,1,0
0,5,118,12.82318134,2,1,0
0,5,119,12.43936183,2,1,0
0,5,120,12.06796104,2,1,0
0,5,121,11.83273725,2,1,0
0,5,122,11.94325366,2,1,0
0,5,123,12.07796544,2,1,0
0,5,124,12.24429031,2,1,0
0,5,125,12.39310399,2,1,0
0,5,126,12.51442465,2,1,0
0,5,127,12.71065860,2,1,0
0,5,128,12.85942247,2,1,0
0,5,129,13.05383679,2,1,0
0,5,130,13.23752932,2,1,0
0,5,131,13.42236044,2,1,0
0,5,132,13.64027327,2,1,0
0,5,133,13.85377765,2,1,0
0,5,134,14.11531432,2,1,0
0,5,135,20.99027396,0,0,0
0,5,136,21.36488562,0,0,0
0,5,137,21.78223462,0,0,0
0,5,138,22.20189217,0,0,0
0,5,139,22.66327999,0,0,0
0,5,140,23.09098231,0,0,0
0,5,141,23.63117177,0,0,0
0,5,142,24.13837242,0,0,0
0,5,143,24.70164228,0,0,0
0,5,230,17.17076009,5,1,0
0,5,231,16.93828167,5,1,0
0,5,232,16.67567781,5,1,0
0,5,233,16.48749250,5,1,0
0,5,234,16.24522388,5,1,0
0,5,235,16.01846888,5,1,0
0,5,236,15.83692641,5,1,0
0,5,237,15.70493757,5,1,0
0,5,238,15.50526143,5,1,0
0,5,239,15.60344073,5,1,0
0,5,240,16.07441721,5,1,0
0,5,241,16.55702155,5,1,0
0,5,327,6.61776669,4,1,0
0,5,328,6.52020594,4,1,0
0,5,329,6.45469386,4,1,0
0,5,330,6.40751266,4,1,0
0,5,331,6.31137865,4,1,0
0,5,332,6.27525426,4,1,0
0,5,333,6.21998022,4,1,0
0,5,334,6.18239101,4,1,0
0,5,335,6.12463937,4,1,0
0,5,336,6.07078799,4,1,0
0,5,337,6.00453096,4,1,0
0,5,338,5.96755909,4,1,0
0,5,339,5.94236176,4,1,0
0,5,340,5.89601286,4,1,0
0,5,341,5.84959690,4,1,0
0,5,342,5.99864709,4,1,0
0,5,343,6.27940253,4,1,0
0,5,344,6.69876930,4,1,0
0,5,345,7.11987189,4,1,0
0,5,346,7.59479320,4,1,0
0,5,347,8.21307780,4,1,0
0,5,348,8.86881035,4,1,0
0,5,349,9.66220525,4,1,0
0,6,37,24.64432851,0,0,0
0,6,38,24.08204346,0,0,0
0,6,39,23.54996890,0,0,0
0,6,40,23.00749268,0,0,0
0,6,41,22.55883769,0,0,0
0,6,42,22.15524256,0,0,0
0,6,43,21.75135913,0,0,0
0,6,44,21.37131612,0,0,0
0,6,45,20.95604048,0,0,0
0,6,46,20.60215779,0,0,0
0,6,47,20.23990903,0,0,0
0,6,48,19.95275862,0,0,0
0,6,49,19.63381738,0,0,0
0,6,50,19.36712821,0,0,0
0,6,51,19.07366496,0,0,0
0,6,52,18.81938184,0,0,0
0,6,53,18.53284109,0,0,0
0,6,54,18.29860817,0,0,0
0,6,55,18.08087632,0,0,0
0,6,56,17.86020497,0,0,0
0,6,57,17.67674218,0,0,0
0,6,58,17.48474955,0,0,0
0,6,59,17.25978207,0,0,0
0,6,60,17.09809673,0,0,0
0,6,61,10.24526967,1,0,0
0,6,62,16.78648316,0,0,0
0,6,63,16.64232960,0,0,0
0,6,64,16.50240231,0,0,0
0,6,65,16.35845577,0,0,0
0,6,66,16.20079179,0,0,0
0,6,67,16.15297880,0,0,0
0,6,68,15.97226983,0,0,0
0,6,69,15.90253509,0,0,0
0,6,70,15.74961006,0,0,0
0,6,71,15.67602447,0,0,0
0,6,72,15.63645308,0,0,0
0,6,73,15.49023949,0,0,0
0,6,74,15.41782544,0,0,0
0,6,75,15.32178839,0,0,0
0,6,76,15.26543128,0,0,0
0,6,77,15.20814039,0,0,0
0,6,78,15.14824285,0,0,0
0,6,79,15.13023786,0,0,0
0,6,80,15.02311234,0,0,0
0,6,81,14.99464923,0,0,0
0,6,82,14.98890487,0,0,0
0,6,83,14.95148241,0,0,0
0,6,84,14.91106181,0,0,0
0,6,85,14.86942073,0,0,0
0,6,86,14.83501497,0,0,0
0,6,87,14.85989695,0,0,0
0,6,88,14.84024719,0,0,0
0,6,89,14.79799863,0,0,0
0,6,90,14.80827354,0,0,0
0,6,91,14.78840882,0,0,0
0,6,92,14.81085924,0,0,0
0,6,93,14.83484807,0,0,0
0,6,94,14.85008772,0,0,0
0,6,95,14.89391314,0,0,0
0,6,96,14.89238764,0,0,0
0,6,97,14.91226008,0,0,0
0,6,98,14.97773483,0,0,0
0,6,99,15.00023421,0,0,0
0,6,100,15.02940757,0,0,0
0,6,101,15.06770150,0,0,0
